target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q13153_WT	Test set	32:272		0.7072672248895491	0.944078947368421	0.8584558823529411	0.9669117647058824	0.75	0.9704797047970479	0.7272727272727273	0.9686924493554329	0.04940257352941176	0.9505974264705883
Q13131_WT	Fold 1	14:137		0.32367789607079545	0.9139072847682119	0.5998435870698644	0.9854014598540146	0.21428571428571427	0.9246575342465754	0.6	0.9540636042402826	0.23774765380604798	0.7622523461939521
Q13131_WT	Fold 2	14:137		0.16876118486290165	0.8940397350993378	0.556830031282586	0.9708029197080292	0.14285714285714285	0.9172413793103448	0.3333333333333333	0.9432624113475178	0.29249217935349325	0.7075078206465069
Q13131_WT	Fold 3	13:137		0.2998845619812599	0.9133333333333333	0.6044357102751263	0.9781021897810219	0.23076923076923078	0.9305555555555556	0.5	0.9537366548042704	0.2756878158338012	0.7243121841661987
Q13131_WT	Fold 4	13:137		0.29450268109453753	0.92	0.5732734418865806	0.9927007299270073	0.15384615384615385	0.9251700680272109	0.6666666666666666	0.9577464788732395	0.2582818641212802	0.7417181358787198
Q13131_WT	Fold 5	14:136		0.2553361478874954	0.9133333333333333	0.5357142857142857	1.0	0.07142857142857142	0.912751677852349	1.0	0.9543859649122807	0.3650210084033614	0.6349789915966386
Q13131_WT	Mean	-		0.268432494379398	0.9109227373068431	0.5740194112456886	0.9854014598540146	0.16263736263736261	0.922075242998407	0.62	0.9526390228355183	0.2858461043035968	0.7141538956964032
Q13131_WT	SD	-		0.04971053850712036	0.008041164213949712	0.023647949873873125	0.009423317144056963	0.05179621885083787	0.005751187939660292	0.20147603478476686	0.00447759207817751	0.03976865359908678	0.03976865359908679
Q13131_WT	Test set	28:295		0.3142806411928222	0.9226006191950464	0.5535714285714286	1.0	0.10714285714285714	0.921875	1.0	0.959349593495935	0.24394673123486682	0.7560532687651332
Q13043_WT	Fold 1	2:9		0.24056261216234406	0.7272727272727273	0.6388888888888888	0.7777777777777778	0.5	0.875	0.3333333333333333	0.823529411764706	0.1111111111111111	0.8888888888888888
Q13043_WT	Fold 2	3:8		-0.03857583749052298	0.5454545454545454	0.47916666666666663	0.625	0.3333333333333333	0.7142857142857143	0.25	0.6666666666666666	0.5416666666666666	0.45833333333333337
Q13043_WT	Fold 3	3:8		0.0	0.7272727272727273	0.5	1.0	0.0	0.7272727272727273	0.0	0.8421052631578948	0.3333333333333333	0.6666666666666666
Q13043_WT	Fold 4	3:8		0.0	0.7272727272727273	0.5	1.0	0.0	0.7272727272727273	0.0	0.8421052631578948	0.7083333333333334	0.2916666666666667
Q13043_WT	Fold 5	2:8		-0.16666666666666666	0.7	0.4375	0.875	0.0	0.7777777777777778	0.0	0.823529411764706	0.9375	0.0625
Q13043_WT	Mean	-		0.007064021601030884	0.6854545454545455	0.5111111111111111	0.8555555555555555	0.16666666666666666	0.7643217893217894	0.11666666666666665	0.7995872033023737	0.5263888888888888	0.4736111111111111
Q13043_WT	SD	-		0.12033754012522735	0.06462436490941251	0.06193157149084061	0.12994340331792	0.19245008972987526	0.054282601182306885	0.1326370709590369	0.06114177319883578	0.26206729965282793	0.26206729965282793
Q13043_WT	Test set	6:18		0.6546536707079771	0.875	0.75	1.0	0.5	0.8571428571428571	1.0	0.923076923076923	0.19444444444444442	0.8055555555555556
Q12866_WT	Fold 1	23:20		0.6826086956521739	0.8372093023255814	0.841304347826087	0.9	0.782608695652174	0.782608695652174	0.9	0.8372093023255814	0.060869565217391286	0.9391304347826087
Q12866_WT	Fold 2	23:20		0.8154338520994566	0.9069767441860465	0.9032608695652173	0.85	0.9565217391304348	0.9444444444444444	0.88	0.8947368421052632	0.028260869565217398	0.9717391304347827
Q12866_WT	Fold 3	23:20		0.532608695652174	0.7674418604651163	0.7663043478260869	0.75	0.782608695652174	0.75	0.782608695652174	0.75	0.12608695652173915	0.8739130434782608
Q12866_WT	Fold 4	22:21		0.6798834181250947	0.8372093023255814	0.8354978354978355	0.7619047619047619	0.9090909090909091	0.8888888888888888	0.8	0.8205128205128205	0.06926406926406925	0.9307359307359307
Q12866_WT	Fold 5	22:20		0.7181818181818181	0.8571428571428571	0.8590909090909091	0.9	0.8181818181818182	0.8181818181818182	0.9	0.8571428571428572	0.07727272727272727	0.9227272727272726
Q12866_WT	Mean	-		0.6857432959421434	0.8411960132890366	0.8410916619612271	0.8323809523809524	0.849802371541502	0.8368247694334651	0.8525217391304348	0.8319203644173043	0.07235083756822887	0.9276491624317712
Q12866_WT	SD	-		0.08303239104356043	0.04093260553159184	0.040442266991913285	0.05945392723227704	0.06446445229367624	0.06470207345845713	0.04638568755642106	0.04368663990437404	0.02885904973693492	0.02885904973693495
Q12866_WT	Test set	57:35		0.6391685949317434	0.8152173913043478	0.8288220551378446	0.8857142857142857	0.7719298245614035	0.7045454545454546	0.9166666666666666	0.7848101265822784	0.09323308270676695	0.9067669172932331
Q12851_WT	Fold 1	22:139		0.6282773878242353	0.9192546583850931	0.7810660562459124	0.9712230215827338	0.5909090909090909	0.9375	0.7647058823529411	0.9540636042402827	0.1553302812295618	0.8446697187704383
Q12851_WT	Fold 2	22:139		0.5568307146654619	0.906832298136646	0.7356115107913669	0.9712230215827338	0.5	0.9246575342465754	0.7333333333333333	0.9473684210526315	0.1621975147155003	0.8378024852844996
Q12851_WT	Fold 3	22:139		0.4970087543626604	0.9006211180124224	0.6746239372138653	0.9856115107913669	0.36363636363636365	0.9072847682119205	0.8	0.9448275862068966	0.15860039241334206	0.8413996075866579
Q12851_WT	Fold 4	22:139		0.4472268901948938	0.8944099378881988	0.6327665140614781	0.9928057553956835	0.2727272727272727	0.8961038961038961	0.8571428571428571	0.9419795221843004	0.21386527141922826	0.7861347285807717
Q12851_WT	Fold 5	21:139		0.4795887244613067	0.9	0.6796848235697157	0.9784172661870504	0.38095238095238093	0.912751677852349	0.7272727272727273	0.9444444444444444	0.20520726276121962	0.7947927372387805
Q12851_WT	Mean	-		0.5217864943017116	0.9042236024844721	0.7007505683764677	0.9798561151079136	0.4216450216450216	0.9156595752829482	0.7764909600203718	0.9465367156257111	0.1790401445077704	0.8209598554922296
Q12851_WT	SD	-		0.058483801923673695	0.007744489004227582	0.047282944421562056	0.00765885823629322	0.10164252647561477	0.01303191765391264	0.04374415523226345	0.003772985561019942	0.022953296069633942	0.02295329606963392
Q12851_WT	Test set	65:280		0.4764310068405823	0.8608695652173913	0.6839285714285714	0.9678571428571429	0.4	0.8741935483870967	0.7428571428571429	0.9186440677966102	0.19703296703296702	0.802967032967033
Q09013_WT		1:17	Not enough data in minority class of the training set for all 5 folds										
Q09013_WT	Fold 1	1:7		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	0.2857142857142857	0.7142857142857143
Q09013_WT	Fold 2	1:7		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
Q09013_WT	Fold 3	1:7		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	0.5	0.5
Q09013_WT	Fold 4	2:6		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.3333333333333333	0.6666666666666666
Q09013_WT	Fold 5	1:6		-0.16666666666666666	0.7142857142857143	0.4166666666666667	0.8333333333333334	0.0	0.8333333333333334	0.0	0.8333333333333334	0.8333333333333334	0.16666666666666666
Q09013_WT	Mean	-		0.16666666666666669	0.8428571428571429	0.5833333333333333	0.9666666666666666	0.2	0.8666666666666666	0.2	0.9114285714285714	0.39047619047619053	0.6095238095238095
Q09013_WT	SD	-		0.3849001794597505	0.09301726121722645	0.19245008972987526	0.06085806194501844	0.3651483716701108	0.0737551002630653	0.3651483716701108	0.05454408024105278	0.24994330422877542	0.24994330422877542
Q09013_WT	Test set	1:17		-0.058823529411764705	0.8888888888888888	0.47058823529411764	0.9411764705882353	0.0	0.9411764705882353	0.0	0.9411764705882353	0.6470588235294118	0.35294117647058826
Q08345_WT	Fold 1	19:10		0.43709567783146447	0.7586206896551724	0.6736842105263158	0.4	0.9473684210526315	0.8	0.75	0.5333333333333333	0.3736842105263158	0.6263157894736843
Q08345_WT	Fold 2	19:10		0.1305857250198021	0.6551724137931034	0.5473684210526316	0.2	0.8947368421052632	0.5	0.68	0.28571428571428575	0.41052631578947363	0.5894736842105263
Q08345_WT	Fold 3	19:10		0.23684210526315788	0.6551724137931034	0.618421052631579	0.5	0.7368421052631579	0.5	0.7368421052631579	0.5	0.33684210526315794	0.6631578947368422
Q08345_WT	Fold 4	20:9		0.14470719035407653	0.5862068965517241	0.5777777777777777	0.5555555555555556	0.6	0.38461538461538464	0.75	0.4545454545454546	0.39444444444444443	0.6055555555555555
Q08345_WT	Fold 5	19:9		0.41110320839567327	0.75	0.6988304093567251	0.5555555555555556	0.8421052631578947	0.625	0.8	0.5882352941176471	0.2865497076023392	0.7134502923976609
Q08345_WT	Mean	-		0.27206678137283485	0.6810344827586207	0.6232163742690058	0.44222222222222224	0.8042105263157895	0.561923076923077	0.7433684210526316	0.4723656735421441	0.36040935672514623	0.6395906432748537
Q08345_WT	SD	-		0.11835243783145973	0.05930967655330544	0.05180903712441458	0.12212117034696966	0.11281670308478933	0.1289484859607052	0.03500771580958955	0.09404146363409788	0.040531842698827494	0.040531842698827564
Q08345_WT	Test set	44:19		0.3486368638905707	0.746031746031746	0.6537081339712918	0.42105263157894735	0.8863636363636364	0.6153846153846154	0.78	0.5	0.339712918660287	0.6602870813397129
Q07912_WT	Fold 1	26:84		0.5382795378650834	0.8454545454545455	0.7394688644688645	0.9404761904761905	0.5384615384615384	0.8681318681318682	0.7368421052631579	0.9028571428571429	0.2042124542124542	0.7957875457875458
Q07912_WT	Fold 2	26:84		0.5895214206712444	0.8636363636363636	0.7380952380952381	0.9761904761904762	0.5	0.8631578947368421	0.8666666666666667	0.9162011173184357	0.13965201465201466	0.8603479853479854
Q07912_WT	Fold 3	26:84		0.3138376945080028	0.7909090909090909	0.6108058608058607	0.9523809523809523	0.2692307692307692	0.8080808080808081	0.6363636363636364	0.8743169398907102	0.25274725274725274	0.7472527472527473
Q07912_WT	Fold 4	26:84		0.6847367880174607	0.8909090909090909	0.8223443223443223	0.9523809523809523	0.6923076923076923	0.9090909090909091	0.8181818181818182	0.9302325581395349	0.11172161172161174	0.8882783882783882
Q07912_WT	Fold 5	25:84		0.3237159383742574	0.7706422018348624	0.6545238095238095	0.8690476190476191	0.44	0.8390804597701149	0.5	0.8538011695906432	0.2042857142857143	0.7957142857142857
Q07912_WT	Mean	-		0.49001827588720975	0.8323102585487906	0.713047619047619	0.938095238095238	0.488	0.8575083879621085	0.7116108452950558	0.8954817855592934	0.18252380952380953	0.8174761904761905
Q07912_WT	SD	-		0.1346856766160972	0.041038449842823864	0.06726768440422341	0.033248190580402216	0.12556271761644386	0.03051831672424994	0.12005386900699386	0.025418258655413584	0.04605477136809214	0.046054771368092134
Q07912_WT	Test set	50:186		0.5120125989370433	0.847457627118644	0.7350537634408603	0.9301075268817204	0.54	0.8826530612244898	0.675	0.9057591623036648	0.1861290322580645	0.8138709677419355
Q07002_WT		5:32	Not enough data in minority class of the training set for all 5 folds										
Q06418_WT	Fold 1	25:131		0.6576246963847228	0.9166666666666666	0.7561832061068703	0.9923664122137404	0.52	0.9154929577464789	0.9285714285714286	0.9523809523809523	0.07053435114503817	0.9294656488549619
Q06418_WT	Fold 2	25:131		0.658665913167692	0.9166666666666666	0.7723664122137405	0.9847328244274809	0.56	0.9214285714285714	0.875	0.9520295202952028	0.10931297709923664	0.8906870229007634
Q06418_WT	Fold 3	25:130		0.6160831149758972	0.9032258064516129	0.7807692307692308	0.9615384615384616	0.6	0.9259259259259259	0.75	0.9433962264150944	0.12030769230769231	0.8796923076923077
Q06418_WT	Fold 4	25:130		0.5684275592455824	0.896774193548387	0.7284615384615385	0.9769230769230769	0.48	0.9071428571428571	0.8	0.9407407407407407	0.17753846153846156	0.8224615384615385
Q06418_WT	Fold 5	25:130		0.6160831149758972	0.9032258064516129	0.7807692307692308	0.9615384615384616	0.6	0.9259259259259259	0.75	0.9433962264150944	0.16246153846153846	0.8375384615384616
Q06418_WT	Mean	-		0.6233768797499583	0.9073118279569892	0.7637099236641222	0.9754198473282443	0.552	0.9191832476339519	0.8207142857142857	0.9463887332494169	0.12803100411039342	0.8719689958896065
Q06418_WT	SD	-		0.03039751814665595	0.007296790355838084	0.0180558155377469	0.011266196089582771	0.04258325179379016	0.006513551804666315	0.06456289450558096	0.004425968487258708	0.035005545320963054	0.035005545320963054
Q06418_WT	Test set	51:283		0.7315409938765101	0.9341317365269461	0.8405736853045105	0.9752650176678446	0.7058823529411765	0.9484536082474226	0.8372093023255814	0.9616724738675959	0.09720778770872307	0.9027922122912769
Q06187_WT	Fold 1	143:136		0.7796370592338051	0.8888888888888888	0.8878290826820239	0.8455882352941176	0.9300699300699301	0.92	0.8636363636363636	0.8812260536398467	0.0499794323323735	0.9500205676676265
Q06187_WT	Fold 2	143:136		0.7507979820675827	0.8745519713261649	0.8734831345125462	0.8308823529411765	0.916083916083916	0.904	0.8506493506493507	0.8659003831417624	0.06890168654874539	0.9310983134512546
Q06187_WT	Fold 3	144:135		0.7775148186299901	0.8888888888888888	0.8886574074074074	0.8814814814814815	0.8958333333333334	0.8880597014925373	0.8896551724137931	0.8847583643122676	0.04305555555555554	0.9569444444444445
Q06187_WT	Fold 4	144:135		0.7563825463460153	0.8781362007168458	0.8773148148148149	0.8518518518518519	0.9027777777777778	0.8914728682170543	0.8666666666666667	0.8712121212121213	0.06430041152263374	0.9356995884773662
Q06187_WT	Fold 5	143:135		0.7770668721756987	0.8884892086330936	0.8878787878787879	0.8666666666666667	0.9090909090909091	0.9	0.8783783783783784	0.8830188679245283	0.04921004921004919	0.9507899507899508
Q06187_WT	Mean	-		0.7682798556906184	0.8837910316907763	0.8830326454591161	0.855294117647059	0.9107711732711733	0.9007065139419185	0.8697971863489105	0.8772231580461053	0.05508942703387147	0.9449105729661286
Q06187_WT	SD	-		0.011095375512159583	0.005647809492341162	0.005802522439358475	0.015901260421264107	0.010727876237554756	0.010237080436175924	0.01212691200837599	0.0067172731937493995	0.008954644422120291	0.008954644422120307
Q06187_WT	Test set	326:272		0.8213707791504263	0.9113712374581939	0.9086633886683508	0.8786764705882353	0.9386503067484663	0.9227799227799228	0.9026548672566371	0.9001883239171375	0.04239218693612414	0.9576078130638758
Q05655_WT	Fold 1	33:125		0.7369067167023662	0.9177215189873418	0.8253333333333333	0.984	0.6666666666666666	0.917910447761194	0.9166666666666666	0.9498069498069498	0.07951515151515151	0.9204848484848485
Q05655_WT	Fold 2	33:125		0.7040289895890781	0.9050632911392406	0.8396363636363636	0.952	0.7272727272727273	0.9296875	0.8	0.9407114624505929	0.08969696969696968	0.9103030303030303
Q05655_WT	Fold 3	33:125		0.5129346238797452	0.8544303797468354	0.7184242424242424	0.952	0.48484848484848486	0.875	0.7272727272727273	0.9118773946360154	0.12509090909090909	0.874909090909091
Q05655_WT	Fold 4	33:124		0.584274986652045	0.8662420382165605	0.781891495601173	0.9274193548387096	0.6363636363636364	0.905511811023622	0.7	0.9163346613545816	0.09824046920821114	0.9017595307917889
Q05655_WT	Fold 5	33:124		0.6637991937646337	0.89171974522293	0.8202590420332356	0.9435483870967742	0.696969696969697	0.9212598425196851	0.7666666666666667	0.9322709163346614	0.10361681329423264	0.8963831867057673
Q05655_WT	Mean	-		0.6403889021175736	0.8870353946625815	0.7971088954056695	0.9517935483870967	0.6424242424242423	0.9098739202609002	0.7821212121212122	0.9302002769165603	0.09923206256109482	0.9007679374389053
Q05655_WT	SD	-		0.07450632587304676	0.021540802706984257	0.03992488282374904	0.01682966015634742	0.07705951968792182	0.01742613579935471	0.06881523951918386	0.013084198489913174	0.013955666814015341	0.013955666814015314
Q05655_WT	Test set	80:259		0.6793613401529789	0.8908554572271387	0.8033059845559845	0.9691119691119691	0.6375	0.8964285714285715	0.864406779661017	0.9313543599257885	0.08706563706563705	0.9129343629343628
Q05513_WT	Fold 1	6:124		0.5682575707077441	0.9692307692307692	0.6666666666666666	1.0	0.3333333333333333	0.96875	1.0	0.9841269841269841	0.12096774193548385	0.8790322580645161
Q05513_WT	Fold 2	5:124		0.6249409420916205	0.9767441860465116	0.7	1.0	0.4	0.9763779527559056	1.0	0.9880478087649402	0.1451612903225806	0.8548387096774193
Q05513_WT	Fold 3	5:124		0.2354849230875219	0.9534883720930233	0.5919354838709677	0.9838709677419355	0.2	0.9682539682539683	0.3333333333333333	0.976	0.03225806451612903	0.967741935483871
Q05513_WT	Fold 4	5:124		0.44017042154147523	0.9689922480620154	0.6	1.0	0.2	0.96875	1.0	0.9841269841269841	0.11774193548387096	0.8822580645161291
Q05513_WT	Fold 5	6:123		0.2702345182131207	0.9534883720930233	0.5792682926829268	0.991869918699187	0.16666666666666666	0.9606299212598425	0.5	0.976	0.04607046070460704	0.9539295392953929
Q05513_WT	Mean	-		0.4278176751282965	0.9643887895050686	0.6275740886441122	0.9951481772882245	0.26	0.9685523684539433	0.7666666666666667	0.9816603554037817	0.09243989859253429	0.9075601014074657
Q05513_WT	SD	-		0.14174970655086577	0.008514014148836863	0.04308447657481336	0.005895520692398764	0.08255189164891871	0.004549214187559809	0.2652741419180738	0.0044167733613176535	0.04083616449799888	0.04083616449799891
Q05513_WT	Test set	8:269		0.34051641334068133	0.9711191335740073	0.6212825278810409	0.9925650557620818	0.25	0.978021978021978	0.5	0.985239852398524	0.10780669144981411	0.8921933085501859
Q05397_WT	Fold 1	73:195		0.7202326985845813	0.8917910447761194	0.8485072005619951	0.9435897435897436	0.7534246575342466	0.9108910891089109	0.8333333333333334	0.9269521410579344	0.06940639269406394	0.930593607305936
Q05397_WT	Fold 2	74:194		0.7052695175184979	0.8843283582089553	0.8448732237392031	0.9329896907216495	0.7567567567567568	0.9095477386934674	0.8115942028985508	0.9211195928753182	0.07014488715519641	0.9298551128448035
Q05397_WT	Fold 3	73:194		0.7572708511168832	0.9063670411985019	0.8458551052111283	0.979381443298969	0.7123287671232876	0.9004739336492891	0.9285714285714286	0.9382716049382717	0.05931365626323967	0.9406863437367604
Q05397_WT	Fold 4	73:194		0.7476034732183645	0.9026217228464419	0.8560937720660924	0.9587628865979382	0.7534246575342466	0.9117647058823529	0.873015873015873	0.9346733668341709	0.05783081485665867	0.9421691851433414
Q05397_WT	Fold 5	73:194		0.736508695207896	0.898876404494382	0.8407004660358706	0.9690721649484536	0.7123287671232876	0.8995215311004785	0.896551724137931	0.9330024813895782	0.07520124276232172	0.9247987572376783
Q05397_WT	Mean	-		0.7333770471292446	0.8967969143048802	0.847205953522858	0.9567591858313508	0.7376527212143651	0.9064397996868998	0.8686133123914234	0.9308038374190547	0.06637939874629609	0.9336206012537038
Q05397_WT	SD	-		0.017058328403060694	0.007192167309074367	0.004659655730532885	0.015306936941337985	0.018908011644872293	0.004852523161373686	0.03849408798011243	0.005540682902642328	0.00611241265125741	0.006112412651257432
Q05397_WT	Test set	161:413		0.742421151242452	0.8989547038327527	0.8539846299610485	0.9564164648910412	0.7515527950310559	0.9080459770114943	0.8705035971223022	0.9316037735849055	0.06211180124223603	0.9378881987577641
Q04912_WT	Fold 1	13:53		0.5164333143783326	0.8636363636363636	0.711901306240929	0.9622641509433962	0.46153846153846156	0.8793103448275862	0.75	0.9189189189189189	0.10014513788098693	0.899854862119013
Q04912_WT	Fold 2	13:52		0.45600466178793286	0.8307692307692308	0.7211538461538461	0.9038461538461539	0.5384615384615384	0.8867924528301887	0.5833333333333334	0.8952380952380953	0.14792899408284022	0.8520710059171598
Q04912_WT	Fold 3	13:52		0.5192307692307693	0.8461538461538461	0.7596153846153846	0.9038461538461539	0.6153846153846154	0.9038461538461539	0.6153846153846154	0.9038461538461539	0.11686390532544377	0.8831360946745562
Q04912_WT	Fold 4	13:52		0.39804896992221994	0.8307692307692308	0.6634615384615384	0.9423076923076923	0.38461538461538464	0.8596491228070176	0.625	0.8990825688073394	0.1804733727810651	0.8195266272189349
Q04912_WT	Fold 5	13:52		0.5049193032800972	0.8615384615384616	0.6826923076923077	0.9807692307692307	0.38461538461538464	0.864406779661017	0.8333333333333334	0.918918918918919	0.22781065088757393	0.7721893491124261
Q04912_WT	Mean	-		0.47892740371987036	0.8465734265734266	0.7077648766328011	0.9386066763425254	0.4769230769230769	0.8788009707943927	0.6814102564102564	0.9072009311458853	0.15464441219158198	0.8453555878084179
Q04912_WT	SD	-		0.04237414030556395	0.013005238370759717	0.0302111161086541	0.02818877574464602	0.08189086883421186	0.014522226992017238	0.08655033156959048	0.009081980837950084	0.04175936647402385	0.041759366474023826
Q04912_WT	Test set	19:121		0.42407150806376565	0.8785714285714286	0.6857329273597217	0.9504132231404959	0.42105263157894735	0.9126984126984127	0.5714285714285714	0.9311740890688259	0.26620269682470643	0.7337973031752937
Q04771_WT	Fold 1	15:56		0.3855711417967077	0.8169014084507042	0.6642857142857144	0.9285714285714286	0.4	0.8524590163934426	0.6	0.888888888888889	0.2708333333333333	0.7291666666666667
Q04771_WT	Fold 2	15:56		0.35053298935104044	0.8028169014084507	0.6553571428571429	0.9107142857142857	0.4	0.85	0.5454545454545454	0.8793103448275861	0.23214285714285712	0.7678571428571429
Q04771_WT	Fold 3	15:55		0.48325495707271704	0.8428571428571429	0.706060606060606	0.9454545454545454	0.4666666666666667	0.8666666666666667	0.7	0.9043478260869566	0.1890909090909091	0.8109090909090909
Q04771_WT	Fold 4	15:55		0.4061811972299616	0.8285714285714286	0.6484848484848484	0.9636363636363636	0.3333333333333333	0.8412698412698413	0.7142857142857143	0.8983050847457628	0.24606060606060604	0.7539393939393939
Q04771_WT	Fold 5	15:55		0.5398185110202134	0.8571428571428571	0.7393939393939394	0.9454545454545454	0.5333333333333333	0.8813559322033898	0.7272727272727273	0.9122807017543859	0.2266666666666667	0.7733333333333334
Q04771_WT	Mean	-		0.433071759294128	0.8296579476861167	0.6827164502164502	0.9387662337662338	0.42666666666666664	0.8583502913066681	0.6574025974025973	0.896626569260716	0.23295887445887448	0.7670411255411256
Q04771_WT	SD	-		0.06285602845370315	0.01738769001017225	0.03166836927382801	0.016323991692732295	0.06206328908341752	0.012875026670957886	0.06552288056597835	0.010545223338039242	0.024395307454106337	0.02439530745410633
Q04771_WT	Test set	40:112		0.5104812758612466	0.8157894736842105	0.7464285714285714	0.8928571428571429	0.6	0.8620689655172413	0.6666666666666666	0.8771929824561403	0.21205357142857145	0.7879464285714286
Q04759_WT	Fold 1	37:67		0.8522040691159075	0.9326923076923077	0.917507059298104	0.9701492537313433	0.8648648648648649	0.9285714285714286	0.9411764705882353	0.948905109489051	0.04921339249697458	0.9507866075030253
Q04759_WT	Fold 2	36:68		0.7198556380049059	0.875	0.852124183006536	0.9264705882352942	0.7777777777777778	0.8873239436619719	0.8484848484848485	0.906474820143885	0.06740196078431375	0.9325980392156863
Q04759_WT	Fold 3	36:68		0.8304684901953384	0.9230769230769231	0.8954248366013072	0.9852941176470589	0.8055555555555556	0.9054054054054054	0.9666666666666667	0.943661971830986	0.08129084967320262	0.9187091503267975
Q04759_WT	Fold 4	36:68		0.7630594033325633	0.8942307692307693	0.8668300653594772	0.9558823529411765	0.7777777777777778	0.8904109589041096	0.9032258064516129	0.9219858156028369	0.04289215686274511	0.9571078431372548
Q04759_WT	Fold 5	36:67		0.7205368430489378	0.8737864077669902	0.8322968490878939	0.9701492537313433	0.6944444444444444	0.8552631578947368	0.9259259259259259	0.9090909090909092	0.09577114427860695	0.9042288557213931
Q04759_WT	Mean	-		0.7772248887395306	0.899757281553398	0.8728365986706637	0.9615891132572433	0.784084084084084	0.8933949788875305	0.9170959436234579	0.9260237252315336	0.0673139008191686	0.9326860991808313
Q04759_WT	SD	-		0.05026958161881487	0.022160299490877423	0.027731547759350238	0.018139997960382688	0.05016865326722979	0.021914342996094953	0.036548962663516836	0.01591566395824601	0.01793147855276865	0.017931478552768602
Q04759_WT	Test set	96:127		0.7080877610754377	0.8565022421524664	0.8447752624671916	0.9291338582677166	0.7604166666666666	0.8368794326241135	0.8902439024390244	0.8805970149253731	0.0792732939632546	0.9207267060367453
Q02779_WT		5:30	Not enough data in minority class of the training set for all 5 folds										
Q02779_WT	Fold 1	1:15		0.0	0.9375	0.5	1.0	0.0	0.9375	0.0	0.967741935483871	0.7333333333333333	0.26666666666666666
Q02779_WT	Fold 2	2:14		-0.09759000729485333	0.8125	0.4642857142857143	0.9285714285714286	0.0	0.8666666666666667	0.0	0.896551724137931	0.3571428571428571	0.6428571428571428
Q02779_WT	Fold 3	2:14		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	0.5357142857142857	0.4642857142857143
Q02779_WT	Fold 4	2:14		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	0.25	0.75
Q02779_WT	Fold 5	2:14		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	0.2857142857142857	0.7142857142857142
Q02779_WT	Mean	-		-0.019518001458970667	0.875	0.4928571428571429	0.9857142857142858	0.0	0.8858333333333335	0.0	0.9328587319243604	0.43238095238095237	0.5676190476190476
Q02779_WT	SD	-		0.03563483225498992	0.03608439182435161	0.013041013273932521	0.026082026547865043	0.0	0.023765832929119372	0.0	0.02055769298206996	0.1641568392606269	0.1641568392606269
Q02779_WT	Test set	5:30		-0.0700140042014005	0.8285714285714286	0.48333333333333334	0.9666666666666667	0.0	0.8529411764705882	0.0	0.90625	0.27999999999999997	0.72
Q02763_WT	Fold 1	49:33		0.6950202631362983	0.8536585365853658	0.8330241187384044	0.7272727272727273	0.9387755102040817	0.8888888888888888	0.8363636363636363	0.7999999999999999	0.0785405071119357	0.9214594928880644
Q02763_WT	Fold 2	49:33		0.683586007933652	0.8414634146341463	0.8475572047000619	0.8787878787878788	0.8163265306122449	0.7631578947368421	0.9090909090909091	0.8169014084507042	0.0735930735930736	0.9264069264069263
Q02763_WT	Fold 3	48:33		0.5909090909090909	0.8024691358024691	0.7954545454545454	0.7575757575757576	0.8333333333333334	0.7575757575757576	0.8333333333333334	0.7575757575757576	0.1268939393939394	0.8731060606060606
Q02763_WT	Fold 4	48:33		0.6677600828814881	0.8395061728395061	0.8172348484848485	0.696969696969697	0.9375	0.8846153846153846	0.8181818181818182	0.7796610169491526	0.11553030303030304	0.884469696969697
Q02763_WT	Fold 5	48:33		0.5877818784692936	0.8024691358024691	0.790719696969697	0.7272727272727273	0.8541666666666666	0.7741935483870968	0.82	0.7500000000000001	0.10164141414141414	0.8983585858585859
Q02763_WT	Mean	-		0.6450114646659646	0.8279132791327914	0.8167980828695114	0.7575757575757576	0.8760204081632654	0.8136862948407939	0.8433939393939394	0.7808276365951229	0.09923984745413318	0.9007601525458668
Q02763_WT	SD	-		0.04224663167212945	0.019474891944619228	0.019770463577989613	0.05802588531856594	0.047576384962460375	0.05469240434695751	0.030685665053765042	0.02295376001075394	0.018806536835766836	0.018806536835766847
Q02763_WT	Test set	104:71		0.7736972154701474	0.8914285714285715	0.8818391115926327	0.8309859154929577	0.9326923076923077	0.8939393939393939	0.8899082568807339	0.8613138686131386	0.07638136511375947	0.9236186348862404
Q02750_WT	Fold 1	49:76		0.6796096197293837	0.84	0.8466702470461869	0.8157894736842105	0.8775510204081632	0.9117647058823529	0.7543859649122807	0.861111111111111	0.1023093447905478	0.8976906552094522
Q02750_WT	Fold 2	49:76		0.6435631780660754	0.832	0.8074650912996777	0.9210526315789473	0.6938775510204082	0.8235294117647058	0.85	0.8695652173913043	0.09559613319011816	0.9044038668098818
Q02750_WT	Fold 3	49:76		0.7314715359828142	0.872	0.8657357679914071	0.8947368421052632	0.8367346938775511	0.8947368421052632	0.8367346938775511	0.8947368421052632	0.0625671321160043	0.9374328678839957
