target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q92918_WT	Fold 2	4:7		0.4183300132670378	0.7272727272727273	0.625	1.0	0.25	0.7	1.0	0.8235294117647058	0.7142857142857143	0.2857142857142857
Q92918_WT	Fold 3	4:7		-0.06900655593423542	0.45454545454545453	0.4642857142857143	0.42857142857142855	0.5	0.6	0.3333333333333333	0.5	0.4642857142857143	0.5357142857142857
Q92918_WT	Fold 4	4:6		0.10206207261596577	0.6	0.5416666666666667	0.8333333333333334	0.25	0.625	0.5	0.7142857142857143	0.2916666666666667	0.7083333333333333
Q92918_WT	Fold 5	3:7		-0.0890870806374748	0.5	0.45238095238095233	0.5714285714285714	0.3333333333333333	0.6666666666666666	0.25	0.6153846153846153	0.5714285714285714	0.4285714285714286
Q92918_WT	Mean	-		0.19718160275472338	0.62	0.5666666666666668	0.7666666666666666	0.36666666666666664	0.6738888888888889	0.6166666666666667	0.7056399482870072	0.5011904761904762	0.4988095238095239
Q92918_WT	SD	-		0.2557997413112324	0.12447133383899446	0.10098017362261073	0.21045967039958377	0.10318986456114838	0.05682802009847569	0.2950204010522612	0.1245587648687667	0.12712665612254961	0.12712665612254961
Q92918_WT	Test set	8:16		0.3241018617760822	0.7083333333333334	0.65625	0.8125	0.5	0.7647058823529411	0.5714285714285714	0.787878787878788	0.3359375	0.6640625
Q92630_WT	Fold 1	8:24		0.6546536707079772	0.875	0.75	1.0	0.5	0.8571428571428571	1.0	0.923076923076923	0.19270833333333331	0.8072916666666666
Q92630_WT	Fold 2	8:24		0.5449492609130661	0.8125	0.7916666666666667	0.8333333333333334	0.75	0.9090909090909091	0.6	0.8695652173913043	0.23958333333333331	0.7604166666666667
Q92630_WT	Fold 3	8:24		0.647150228929434	0.875	0.7916666666666667	0.9583333333333334	0.625	0.8846153846153846	0.8333333333333334	0.9199999999999999	0.07812500000000001	0.921875
Q92630_WT	Fold 4	8:24		0.7453559924999299	0.90625	0.8125	1.0	0.625	0.8888888888888888	1.0	0.9411764705882353	0.13020833333333334	0.8697916666666667
Q92630_WT	Fold 5	8:23		0.05630532705768135	0.7096774193548387	0.5190217391304348	0.9130434782608695	0.125	0.75	0.3333333333333333	0.8235294117647057	0.40217391304347827	0.5978260869565217
Q92630_WT	Mean	-		0.5296828960216178	0.8356854838709677	0.7329710144927537	0.9409420289855073	0.525	0.857947607947608	0.7533333333333334	0.8954696045642336	0.20855978260869565	0.7914402173913043
Q92630_WT	SD	-		0.22370014828855653	0.06388298192643087	0.09939776781491047	0.057207379856264194	0.19632031648982912	0.05153882697538541	0.23380903889000246	0.03936887635402373	0.1015318856036844	0.10153188560368441
Q92630_WT	Test set	22:47		0.27443963434296426	0.6956521739130435	0.6315280464216634	0.8085106382978723	0.45454545454545453	0.76	0.5263157894736842	0.7835051546391754	0.2495164410058027	0.7504835589941973
Q16832_WT	Fold 1	13:21		0.25274725274725274	0.6470588235294118	0.6263736263736264	0.7142857142857143	0.5384615384615384	0.7142857142857143	0.5384615384615384	0.7142857142857143	0.282051282051282	0.717948717948718
Q16832_WT	Fold 2	13:21		0.3054432734495774	0.6764705882352942	0.6501831501831501	0.7619047619047619	0.5384615384615384	0.7272727272727273	0.5833333333333334	0.7441860465116279	0.30402930402930406	0.6959706959706959
Q16832_WT	Fold 3	13:21		0.4320904843920851	0.7352941176470589	0.7124542124542125	0.8095238095238095	0.6153846153846154	0.7727272727272727	0.6666666666666666	0.7906976744186046	0.282051282051282	0.717948717948718
Q16832_WT	Fold 4	14:20		0.18785844713603211	0.6176470588235294	0.5892857142857143	0.75	0.42857142857142855	0.6521739130434783	0.5454545454545454	0.6976744186046512	0.31785714285714284	0.6821428571428572
Q16832_WT	Fold 5	14:20		0.46019501151311265	0.7352941176470589	0.7321428571428572	0.75	0.7142857142857143	0.7894736842105263	0.6666666666666666	0.7692307692307692	0.2857142857142857	0.7142857142857143
Q16832_WT	Mean	-		0.327666893847612	0.6823529411764706	0.6620879120879122	0.7571428571428571	0.567032967032967	0.7311866623079439	0.6001165501165501	0.7432149246102735	0.2943406593406593	0.7056593406593408
Q16832_WT	SD	-		0.09497476150033037	0.04295863196118951	0.048583009897426775	0.02800361708631325	0.086434468593422	0.044096437335537454	0.05152473129011168	0.031206878717349954	0.013059905200951025	0.013059905200951008
Q16832_WT	Test set	39:35		0.309412772419407	0.6351351351351351	0.6450549450549451	0.8285714285714286	0.46153846153846156	0.58	0.75	0.6823529411764706	0.27912087912087913	0.7208791208791209
Q16816_WT	Fold 1	2:13		0.0	0.8666666666666667	0.5	1.0	0.0	0.8666666666666667	0.0	0.9285714285714286	0.2692307692307693	0.7307692307692308
Q16816_WT	Fold 2	2:13		-0.10482848367219183	0.8	0.46153846153846156	0.9230769230769231	0.0	0.8571428571428571	0.0	0.888888888888889	0.5	0.5
Q16816_WT	Fold 3	1:13		0.0	0.9285714285714286	0.5	1.0	0.0	0.9285714285714286	0.0	0.962962962962963	0.07692307692307693	0.9230769230769231
Q16816_WT	Fold 4	1:13		0.0	0.9285714285714286	0.5	1.0	0.0	0.9285714285714286	0.0	0.962962962962963	0.07692307692307693	0.9230769230769231
Q16816_WT	Fold 5	1:13		0.0	0.9285714285714286	0.5	1.0	0.0	0.9285714285714286	0.0	0.962962962962963	0.9615384615384616	0.038461538461538464
Q16816_WT	Mean	-		-0.020965696734438367	0.8904761904761905	0.49230769230769234	0.9846153846153847	0.0	0.9019047619047621	0.0	0.9412698412698413	0.3769230769230769	0.6230769230769232
Q16816_WT	SD	-		0.03827795011754764	0.04673787893439827	0.014044168141158097	0.028088336282316193	0.0	0.029940732587497593	0.0	0.026822839906109158	0.3023576001082084	0.30235760010820845
Q16816_WT	Test set	8:23		0.0	0.7419354838709677	0.5	1.0	0.0	0.7419354838709677	0.0	0.8518518518518519	0.34239130434782605	0.657608695652174
Q16659_WT		2:46	Not enough data in minority class for all 5 folds										
Q16644_WT		2:243	Not enough data in minority class of the training set for all 5 folds										
Q16644_WT	Fold 1	1:113		0.0	0.9912280701754386	0.5	1.0	0.0	0.9912280701754386	0.0	0.9955947136563876	0.8495575221238938	0.1504424778761062
Q16644_WT	Fold 2	1:113		0.0	0.9912280701754386	0.5	1.0	0.0	0.9912280701754386	0.0	0.9955947136563876	0.34513274336283184	0.6548672566371682
Q16644_WT	Fold 3	1:113		0.0	0.9912280701754386	0.5	1.0	0.0	0.9912280701754386	0.0	0.9955947136563876	0.5929203539823009	0.40707964601769914
Q16644_WT	Fold 4	2:112		0.0	0.9824561403508771	0.5	1.0	0.0	0.9824561403508771	0.0	0.9911504424778761	0.5446428571428571	0.4553571428571429
Q16644_WT	Fold 5	2:112		0.0	0.9824561403508771	0.5	1.0	0.0	0.9824561403508771	0.0	0.9911504424778761	0.3705357142857143	0.6294642857142857
Q16644_WT	Mean	-		0.0	0.987719298245614	0.5	1.0	0.0	0.987719298245614	0.0	0.9938170051849828	0.5405578381795195	0.4594421618204804
Q16644_WT	SD	-		0.0	0.0039229262763154325	0.0	0.0	0.0	0.0039229262763154325	0.0	0.0019875384931189806	0.16600091135107378	0.16600091135107378
Q16644_WT	Test set	2:243		0.0	0.9918367346938776	0.5	1.0	0.0	0.9918367346938776	0.0	0.9959016393442623	0.1522633744855967	0.8477366255144033
Q16620_WT	Fold 1	23:133		0.6263266404020191	0.9166666666666666	0.7353710362863681	0.9924812030075187	0.4782608695652174	0.9166666666666666	0.9166666666666666	0.9530685920577616	0.11882968290290943	0.8811703170970905
Q16620_WT	Fold 2	23:133		0.502021961399689	0.8910256410256411	0.7023537103628636	0.9699248120300752	0.43478260869565216	0.9084507042253521	0.7142857142857143	0.9381818181818181	0.13926119646943444	0.8607388035305655
Q16620_WT	Fold 3	23:133		0.6293402011180436	0.9166666666666666	0.717391304347826	1.0	0.43478260869565216	0.910958904109589	1.0	0.953405017921147	0.11572409284079764	0.8842759071592023
Q16620_WT	Fold 4	24:132		0.4499770425732575	0.8782051282051282	0.6723484848484849	0.9696969696969697	0.375	0.8951048951048951	0.6923076923076923	0.930909090909091	0.13762626262626262	0.8623737373737373
Q16620_WT	Fold 5	23:132		0.5207600159998047	0.896774193548387	0.6880764163372859	0.9848484848484849	0.391304347826087	0.9027777777777778	0.8181818181818182	0.9420289855072465	0.1030961791831357	0.8969038208168643
Q16620_WT	Mean	-		0.5456851722985628	0.899867659222498	0.7031081904365657	0.9833902939166098	0.4228260869565218	0.9067917895768561	0.8282883782883783	0.9435187009154129	0.12290748280450799	0.8770925171954922
Q16620_WT	SD	-		0.06479325546523836	0.013671316493346125	0.020073122684944315	0.011026329214584185	0.033266315742429074	0.006712250392636162	0.1071487282582647	0.007944007370229676	0.012548597030890904	0.012548597030890899
Q16620_WT	Test set	49:285		0.6073924997801448	0.9131736526946108	0.7378804153240244	0.9859649122807017	0.4897959183673469	0.9183006535947712	0.8571428571428571	0.9509306260575296	0.1385606874328679	0.8614393125671321
Q16584_WT	Fold 1	6:12		0.7905694150420948	0.8888888888888888	0.9166666666666667	0.8333333333333334	1.0	1.0	0.75	0.9090909090909091	0.1111111111111111	0.888888888888889
Q16584_WT	Fold 2	5:12		0.8593378488473195	0.9411764705882353	0.9	1.0	0.8	0.9230769230769231	1.0	0.9600000000000001	0.08333333333333331	0.9166666666666667
Q16584_WT	Fold 3	6:11		0.46088240084927024	0.7647058823529411	0.7045454545454546	0.9090909090909091	0.5	0.7692307692307693	0.75	0.8333333333333333	0.22727272727272727	0.7727272727272727
Q16584_WT	Fold 4	6:11		0.6038596398555418	0.8235294117647058	0.7878787878787878	0.9090909090909091	0.6666666666666666	0.8333333333333334	0.8	0.8695652173913043	0.07575757575757575	0.9242424242424243
Q16584_WT	Fold 5	6:11		0.7424242424242424	0.8823529411764706	0.8712121212121212	0.9090909090909091	0.8333333333333334	0.9090909090909091	0.8333333333333334	0.9090909090909091	0.030303030303030297	0.9696969696969697
Q16584_WT	Mean	-		0.6914147094036937	0.8601307189542482	0.8360606060606062	0.9121212121212121	0.76	0.8869463869463869	0.8266666666666665	0.896216073781291	0.10555555555555556	0.8944444444444446
Q16584_WT	SD	-		0.13002746143336377	0.05527933381890382	0.07238661801117106	0.048231662166922505	0.15323668451608277	0.07223600337141546	0.08421753138505421	0.03886819437736166	0.06040229494229354	0.060402294942293565
Q16584_WT	Test set	15:22		0.5583012956283879	0.7837837837837838	0.7439393939393939	0.9545454545454546	0.5333333333333333	0.75	0.8888888888888888	0.84	0.15454545454545454	0.8454545454545455
Q16566_WT		4:80	Not enough data in minority class of the training set for all 5 folds										
Q16513_WT	Fold 1	16:95		0.408383358096778	0.8738738738738738	0.6664473684210526	0.9578947368421052	0.375	0.900990099009901	0.6	0.9285714285714285	0.31842105263157894	0.6815789473684211
Q16513_WT	Fold 2	16:95		0.4711290872175374	0.8918918918918919	0.625	1.0	0.25	0.8878504672897196	1.0	0.9405940594059405	0.1473684210526316	0.8526315789473684
Q16513_WT	Fold 3	16:95		0.10456954095392793	0.8288288288288288	0.5361842105263157	0.9473684210526315	0.125	0.8653846153846154	0.2857142857142857	0.9045226130653268	0.3046052631578947	0.6953947368421052
Q16513_WT	Fold 4	15:95		0.6545862809417203	0.9272727272727272	0.7614035087719297	0.9894736842105263	0.5333333333333333	0.9306930693069307	0.8888888888888888	0.9591836734693878	0.1663157894736842	0.8336842105263158
Q16513_WT	Fold 5	15:95		0.34246744460938755	0.8818181818181818	0.5666666666666667	1.0	0.13333333333333333	0.8796296296296297	1.0	0.9359605911330049	0.17614035087719299	0.823859649122807
Q16513_WT	Mean	-		0.39622714236387024	0.8807371007371007	0.631140350877193	0.9789473684210526	0.2833333333333333	0.8929095761241592	0.7549206349206349	0.9337664731290177	0.22257017543859647	0.7774298245614035
Q16513_WT	SD	-		0.1635347980162783	0.02896185771710037	0.07237207593109922	0.02015636016329134	0.14117561955081182	0.02021741094539242	0.25239858844906243	0.01622578195705234	0.06694865531086264	0.06694865531086265
Q16513_WT	Test set	32:205		0.5378121700080972	0.9029535864978903	0.7329268292682927	0.9658536585365853	0.5	0.9252336448598131	0.6956521739130435	0.9451073985680191	0.11067073170731707	0.8893292682926829
Q16512_WT	Fold 1	3:12		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.2777777777777778	0.7222222222222222
Q16512_WT	Fold 2	2:12		0.0	0.8571428571428571	0.5	1.0	0.0	0.8571428571428571	0.0	0.923076923076923	0.5416666666666667	0.4583333333333333
Q16512_WT	Fold 3	2:12		0.0	0.8571428571428571	0.5	1.0	0.0	0.8571428571428571	0.0	0.923076923076923	0.16666666666666666	0.8333333333333333
Q16512_WT	Fold 4	3:11		0.5310850045437943	0.8571428571428571	0.6666666666666666	1.0	0.3333333333333333	0.8461538461538461	1.0	0.9166666666666666	0.18181818181818182	0.8181818181818181
Q16512_WT	Fold 5	3:11		0.5310850045437943	0.8571428571428571	0.6666666666666666	1.0	0.3333333333333333	0.8461538461538461	1.0	0.9166666666666666	0.18181818181818182	0.8181818181818182
Q16512_WT	Mean	-		0.2124340018175177	0.8457142857142858	0.5666666666666667	1.0	0.13333333333333333	0.8413186813186814	0.4	0.9136752136752136	0.269949494949495	0.7300505050505051
Q16512_WT	SD	-		0.23750843439814173	0.020865621238292012	0.07453559924999298	0.0	0.14907119849998596	0.019385562260395527	0.447213595499958	0.011612089660936003	0.12915952845520015	0.12915952845520012
Q16512_WT	Test set	9:22		0.4348471076445026	0.7741935483870968	0.7095959595959596	0.8636363636363636	0.5555555555555556	0.8260869565217391	0.625	0.8444444444444444	0.16666666666666666	0.8333333333333334
Q16288_WT	Fold 1	23:98		0.32272708369998754	0.8347107438016529	0.5818544809228039	0.9897959183673469	0.17391304347826086	0.8362068965517241	0.8	0.9065420560747662	0.17213842058562556	0.8278615794143745
Q16288_WT	Fold 2	23:98		0.29493134049576775	0.8264462809917356	0.5933895297249334	0.9693877551020408	0.21739130434782608	0.8407079646017699	0.625	0.900473933649289	0.20408163265306126	0.7959183673469387
Q16288_WT	Fold 3	23:97		0.5114597250633273	0.8666666666666667	0.7019273868220529	0.9690721649484536	0.43478260869565216	0.8785046728971962	0.7692307692307693	0.9215686274509803	0.19049753473778577	0.8095024652622144
Q16288_WT	Fold 4	23:97		0.21873402088497135	0.7916666666666666	0.5891976692066337	0.9175257731958762	0.2608695652173913	0.839622641509434	0.42857142857142855	0.876847290640394	0.261317794710892	0.738682205289108
Q16288_WT	Fold 5	22:98		0.27676139997340643	0.8083333333333333	0.6182745825602969	0.9183673469387755	0.3181818181818182	0.8571428571428571	0.4666666666666667	0.8866995073891625	0.2411873840445269	0.7588126159554731
Q16288_WT	Mean	-		0.32492271402349204	0.8255647382920109	0.6169287298473441	0.9528297917104986	0.2810276679841897	0.8504370065405962	0.6178937728937729	0.8984262830409184	0.21384455334637828	0.7861554466536218
Q16288_WT	SD	-		0.09064207125444056	0.023165331953863305	0.04037303475363938	0.026890237333189966	0.08261405382576231	0.014415634483523574	0.1383405523773289	0.014193877376961527	0.029947560959318227	0.02994756095931827
Q16288_WT	Test set	48:211		0.49484276343195127	0.8687258687258688	0.6619273301737757	0.990521327014218	0.3333333333333333	0.8672199170124482	0.8888888888888888	0.9247787610619468	0.17417061611374407	0.8258293838862559
Q15831_WT		5:34	Not enough data in minority class of the training set for all 5 folds										
Q15759_WT	Fold 1	8:31		0.31137995761748233	0.7948717948717948	0.6391129032258065	0.9032258064516129	0.375	0.8484848484848485	0.5	0.875	0.4112903225806452	0.5887096774193548
Q15759_WT	Fold 2	8:31		0.18506883687779987	0.7692307692307693	0.5766129032258065	0.9032258064516129	0.25	0.8235294117647058	0.4	0.8615384615384616	0.31048387096774194	0.689516129032258
Q15759_WT	Fold 3	8:31		0.4561724651624101	0.8461538461538461	0.6713709677419355	0.967741935483871	0.375	0.8571428571428571	0.75	0.909090909090909	0.22983870967741934	0.7701612903225806
Q15759_WT	Fold 4	8:31		0.1697798461652791	0.7948717948717948	0.5463709677419355	0.967741935483871	0.125	0.8108108108108109	0.5	0.8823529411764706	0.30645161290322576	0.6935483870967741
Q15759_WT	Fold 5	8:31		-0.17173551629643674	0.6923076923076923	0.43548387096774194	0.8709677419354839	0.0	0.7714285714285715	0.0	0.8181818181818182	0.35887096774193544	0.6411290322580645
Q15759_WT	Mean	-		0.19013311790530696	0.7794871794871794	0.5737903225806452	0.9225806451612903	0.225	0.8222792999263587	0.43	0.8692328259975317	0.3233870967741935	0.6766129032258064
Q15759_WT	SD	-		0.19011686820701446	0.04586806107691876	0.074919383774894	0.0353369391938817	0.13307266185559427	0.027752129071469185	0.22286019533929038	0.027262529686949977	0.055061612133741264	0.05506161213374128
Q15759_WT	Test set	26:58		0.1336772520149495	0.6904761904761905	0.5424403183023873	0.9310344827586207	0.15384615384615385	0.7105263157894737	0.5	0.8059701492537312	0.3043766578249337	0.6956233421750664
Q15746_WT		4:29	Not enough data in minority class of the training set for all 5 folds										
Q15746_WT	Fold 1	2:13		0.0	0.8666666666666667	0.5	1.0	0.0	0.8666666666666667	0.0	0.9285714285714286	0.5384615384615384	0.46153846153846156
Q15746_WT	Fold 2	2:13		-0.10482848367219183	0.8	0.46153846153846156	0.9230769230769231	0.0	0.8571428571428571	0.0	0.888888888888889	0.07692307692307693	0.9230769230769231
Q15746_WT	Fold 3	2:13		0.294174202707276	0.8	0.6730769230769231	0.8461538461538461	0.5	0.9166666666666666	0.3333333333333333	0.8799999999999999	0.19230769230769232	0.8076923076923077
Q15746_WT	Fold 4	2:13		0.4230769230769231	0.8666666666666667	0.7115384615384616	0.9230769230769231	0.5	0.9230769230769231	0.5	0.9230769230769231	0.15384615384615385	0.8461538461538461
Q15746_WT	Fold 5	3:12		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.4166666666666667	0.5833333333333334
Q15746_WT	Mean	-		0.12248452842240146	0.8266666666666668	0.5692307692307692	0.9384615384615385	0.2	0.8727106227106226	0.16666666666666666	0.9018852258852259	0.27564102564102566	0.7243589743589745
Q15746_WT	SD	-		0.1832617694507954	0.02981423969999719	0.09329070596013536	0.05254846546645948	0.22360679774997896	0.040895430464488236	0.19245008972987526	0.018156789851943175	0.1582351160818258	0.1582351160818258
Q15746_WT	Test set	4:29		0.0	0.8787878787878788	0.5	1.0	0.0	0.8787878787878788	0.0	0.9354838709677419	0.1810344827586207	0.8189655172413793
Q15569_WT		1:17	Not enough data in minority class of the training set for all 5 folds										
Q15569_WT	Fold 1	1:7		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	1.0	0.0
Q15569_WT	Fold 2	1:7		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	0.0	1.0
Q15569_WT	Fold 3	1:7		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	0.0	1.0
Q15569_WT	Fold 4	1:7		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	1.0	0.0
Q15569_WT	Fold 5	2:6		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.375	0.625
Q15569_WT	Mean	-		0.0	0.85	0.5	1.0	0.0	0.85	0.0	0.9180952380952381	0.475	0.525
Q15569_WT	SD	-		0.0	0.04564354645876384	0.0	0.0	0.0	0.04564354645876384	0.0	0.027820828317722746	0.41079191812887456	0.41079191812887456
Q15569_WT	Test set	1:17		0.0	0.9444444444444444	0.5	1.0	0.0	0.9444444444444444	0.0	0.9714285714285714	0.7647058823529411	0.23529411764705882
Q15418_WT	Fold 1	4:23		-0.08178608201095307	0.8148148148148148	0.4782608695652174	0.9565217391304348	0.0	0.8461538461538461	0.0	0.8979591836734695	0.40217391304347827	0.5978260869565217
Q15418_WT	Fold 2	4:23		-0.1179535649239177	0.7777777777777778	0.45652173913043476	0.9130434782608695	0.0	0.84	0.0	0.8749999999999999	0.6195652173913043	0.3804347826086956
Q15418_WT	Fold 3	4:23		0.28013971669430454	0.8518518518518519	0.6032608695652174	0.9565217391304348	0.25	0.88	0.5	0.9166666666666666	0.30434782608695654	0.6956521739130435
Q15418_WT	Fold 4	3:23		0.0	0.8846153846153846	0.5	1.0	0.0	0.8846153846153846	0.0	0.9387755102040816	0.2463768115942029	0.7536231884057971
Q15418_WT	Fold 5	3:23		0.2463768115942029	0.8461538461538461	0.6231884057971014	0.9130434782608695	0.3333333333333333	0.9130434782608695	0.3333333333333333	0.9130434782608695	0.2898550724637682	0.7101449275362319
Q15418_WT	Mean	-		0.06535537627072734	0.8350427350427351	0.5322463768115943	0.9478260869565217	0.11666666666666665	0.87276254180602	0.16666666666666666	0.9082889677610174	0.37246376811594206	0.6275362318840579
Q15418_WT	SD	-		0.15189095584904105	0.03304515817025541	0.06191660436845951	0.02970130656799886	0.1326370709590369	0.024484115106717542	0.19245008972987526	0.019309239123060123	0.1219998071763259	0.12199980717632593
Q15418_WT	Test set	8:49		-0.07705141285294195	0.8245614035087719	0.47959183673469385	0.9591836734693877	0.0	0.8545454545454545	0.0	0.9038461538461537	0.35969387755102045	0.6403061224489796
Q15375_WT	Fold 1	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.5625	0.4375
Q15375_WT	Fold 2	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.25	0.75
Q15375_WT	Fold 3	1:8		-0.1889822365046136	0.6666666666666666	0.375	0.75	0.0	0.8571428571428571	0.0	0.7999999999999999	0.875	0.125
Q15375_WT	Fold 4	2:7		0.0	0.7777777777777778	0.5	1.0	0.0	0.7777777777777778	0.0	0.8750000000000001	0.7142857142857143	0.2857142857142857
Q15375_WT	Fold 5	2:7		0.0	0.7777777777777778	0.5	1.0	0.0	0.7777777777777778	0.0	0.8750000000000001	0.6428571428571428	0.3571428571428571
Q15375_WT	Mean	-		-0.03779644730092272	0.7644444444444444	0.475	0.95	0.0	0.8025396825396826	0.0	0.8655555555555556	0.6089285714285715	0.39107142857142857
Q15375_WT	SD	-		0.06900655593423542	0.04554200340426491	0.04564354645876384	0.09128709291752768	0.0	0.026522664856133846	0.0	0.030454377941479486	0.18886971357918397	0.18886971357918397
Q15375_WT	Test set	8:13		0.0	0.6190476190476191	0.5	1.0	0.0	0.6190476190476191	0.0	0.7647058823529412	0.34615384615384615	0.6538461538461539
Q15349_WT	Fold 1	5:17		0.4023739080814782	0.8181818181818182	0.6	1.0	0.2	0.8095238095238095	1.0	0.8947368421052632	0.11764705882352941	0.8823529411764706
Q15349_WT	Fold 2	5:17		0.0	0.7727272727272727	0.5	1.0	0.0	0.7727272727272727	0.0	0.8717948717948718	0.5411764705882353	0.45882352941176474
Q15349_WT	Fold 3	4:17		-0.15737789507292674	0.7142857142857143	0.4411764705882353	0.8823529411764706	0.0	0.7894736842105263	0.0	0.8333333333333333	0.7941176470588235	0.20588235294117646
Q15349_WT	Fold 4	4:17		0.14852213144650114	0.7619047619047619	0.5661764705882353	0.8823529411764706	0.25	0.8333333333333334	0.3333333333333333	0.8571428571428571	0.10294117647058823	0.8970588235294117
Q15349_WT	Fold 5	4:17		-0.10846522890932808	0.7619047619047619	0.47058823529411764	0.9411764705882353	0.0	0.8	0.0	0.8648648648648648	0.20588235294117646	0.7941176470588235
Q15349_WT	Mean	-		0.057010583109144905	0.7658008658008658	0.5155882352941177	0.9411764705882353	0.09	0.8010116199589884	0.26666666666666666	0.8643745538482379	0.3523529411764706	0.6476470588235295
Q15349_WT	SD	-		0.18450160805165905	0.030210123501935773	0.0539901524619114	0.04802921064280742	0.1016530045465127	0.018490097174983903	0.3548604316149181	0.018225553854494196	0.24817906620879124	0.24817906620879124
Q15349_WT	Test set	8:38		0.39256570221045767	0.8478260869565217	0.6611842105263157	0.9473684210526315	0.375	0.8780487804878049	0.6	0.9113924050632912	0.2828947368421053	0.7171052631578947
Q15303_WT	Fold 1	27:112		0.5917495452255686	0.8848920863309353	0.7177579365079365	0.9910714285714286	0.4444444444444444	0.8809523809523809	0.9230769230769231	0.9327731092436975	0.1207010582010582	0.8792989417989417
Q15303_WT	Fold 2	27:112		0.8579692506477575	0.9568345323741008	0.9029431216931216	0.9910714285714286	0.8148148148148148	0.9568965517241379	0.9565217391304348	0.9736842105263158	0.0343915343915344	0.9656084656084656
Q15303_WT	Fold 3	27:112		0.7068697958862126	0.9136690647482014	0.8199404761904762	0.9732142857142857	0.6666666666666666	0.923728813559322	0.8571428571428571	0.9478260869565216	0.09755291005291007	0.9024470899470899
Q15303_WT	Fold 4	27:112		0.7337070260884487	0.920863309352518	0.8384589947089947	0.9732142857142857	0.7037037037037037	0.9316239316239316	0.8636363636363636	0.9519650655021833	0.02314814814814815	0.9768518518518519
Q15303_WT	Fold 5	28:111		0.645226642692596	0.8920863309352518	0.7989060489060489	0.954954954954955	0.6428571428571429	0.9137931034482759	0.782608695652174	0.9339207048458151	0.06145431145431145	0.9385456885456885
Q15303_WT	Mean	-		0.7071044521081167	0.9136690647482014	0.8156013156013155	0.9767052767052767	0.6544973544973545	0.9213989562616097	0.8765973157277506	0.9480338354149065	0.06744959244959245	0.9325504075504074
Q15303_WT	SD	-		0.08226335482691426	0.02312626081772891	0.054805643965172623	0.012316812164162439	0.10994602053754733	0.0225973158106308	0.05466350137773596	0.013573931452787994	0.03374740705936292	0.03374740705936294
Q15303_WT	Test set	55:243		0.7061834941248434	0.912751677852349	0.8480359147025813	0.9506172839506173	0.7454545454545455	0.9428571428571428	0.7735849056603774	0.9467213114754098	0.045417134306023205	0.9545828656939769
Q15118_WT	Fold 1	54:131		0.6036124778763803	0.8378378378378378	0.7984167373480351	0.8931297709923665	0.7037037037037037	0.8796992481203008	0.7307692307692307	0.8863636363636365	0.10983884648006786	0.8901611535199322
Q15118_WT	Fold 2	54:130		0.6351116898323984	0.8532608695652174	0.8041310541310542	0.9230769230769231	0.6851851851851852	0.8759124087591241	0.7872340425531915	0.8988764044943821	0.07991452991452992	0.92008547008547
Q15118_WT	Fold 3	54:130		0.46184651989402636	0.7717391304347826	0.7356125356125356	0.823076923076923	0.6481481481481481	0.8492063492063492	0.603448275862069	0.8359375	0.15484330484330486	0.8451566951566951
Q15118_WT	Fold 4	54:130		0.6753002216523571	0.8695652173913043	0.8210826210826211	0.9384615384615385	0.7037037037037037	0.8840579710144928	0.8260869565217391	0.9104477611940298	0.06666666666666667	0.9333333333333333
Q15118_WT	Fold 5	54:130		0.6329162016260604	0.8532608695652174	0.7987179487179488	0.9307692307692308	0.6666666666666666	0.8705035971223022	0.8	0.899628252788104	0.08233618233618235	0.9176638176638177
Q15118_WT	Mean	-		0.6017574221762446	0.8371327849588719	0.7915921793784391	0.9017028772753963	0.6814814814814815	0.8718759148445138	0.7495077011412461	0.8862507109680304	0.09871990604815033	0.9012800939518497
Q15118_WT	SD	-		0.06716946462932312	0.031222107688840334	0.02663951084475607	0.03853232568574176	0.019714468423051017	0.011118249122868483	0.07248174186162286	0.023997555263912555	0.028644212497734512	0.028644212497734516
Q15118_WT	Test set	115:281		0.6039747244148191	0.8383838383838383	0.7987931301253288	0.8932384341637011	0.7043478260869566	0.8807017543859649	0.7297297297297297	0.8869257950530035	0.10704007426891536	0.8929599257310847
Q14680_WT	Fold 1	18:91		0.3782614981812044	0.8623853211009175	0.5833333333333334	1.0	0.16666666666666666	0.8584905660377359	1.0	0.9238578680203046	0.23199023199023197	0.7680097680097681
Q14680_WT	Fold 2	18:91		0.3485633681558979	0.8532110091743119	0.6224053724053724	0.967032967032967	0.2777777777777778	0.8712871287128713	0.625	0.9166666666666667	0.14835164835164832	0.8516483516483517
Q14680_WT	Fold 3	18:91		0.4433100193503938	0.8715596330275229	0.6556776556776557	0.978021978021978	0.3333333333333333	0.8811881188118812	0.75	0.9270833333333333	0.18070818070818073	0.8192918192918193
