target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q04912_WT	Fold 3	10:68		0.25855781996279087	0.8717948717948718	0.5852941176470589	0.9705882352941176	0.2	0.8918918918918919	0.5	0.9295774647887325	0.2485294117647059	0.7514705882352941
Q04912_WT	Fold 4	11:67		0.4067934968298272	0.8846153846153846	0.6289009497964722	0.9850746268656716	0.2727272727272727	0.8918918918918919	0.75	0.9361702127659575	0.21302578018995932	0.7869742198100407
Q04912_WT	Fold 5	10:67		0.25773655795418776	0.8701298701298701	0.5850746268656717	0.9701492537313433	0.2	0.8904109589041096	0.5	0.9285714285714287	0.19850746268656716	0.8014925373134328
Q04912_WT	Mean	-		0.32865648238656203	0.8817182817182816	0.5898539388618407	0.9851624231782266	0.19454545454545452	0.8904096935820078	0.75	0.9353389170106643	0.20054194269295236	0.7994580573070477
Q04912_WT	SD	-		0.0657582292596905	0.009097574785713576	0.0233080167003377	0.012097639503905236	0.050233614024489934	0.0035661165638836093	0.2041241452319315	0.005312155666488225	0.02693497125589086	0.026934971255890824
Q04912_WT	Test set	33:44		0.5016996202515739	0.7402597402597403	0.7007575757575758	0.9772727272727273	0.42424242424242425	0.6935483870967742	0.9333333333333333	0.8113207547169812	0.22451790633608812	0.775482093663912
Q04771_WT	Fold 1	9:72		0.31622776601683794	0.9012345679012346	0.5555555555555556	1.0	0.1111111111111111	0.9	1.0	0.9473684210526316	0.2916666666666667	0.7083333333333334
Q04771_WT	Fold 2	9:71		0.0	0.8875	0.5	1.0	0.0	0.8875	0.0	0.9403973509933775	0.15336463223787167	0.8466353677621283
Q04771_WT	Fold 3	9:71		0.13794928396152661	0.875	0.5414710485133021	0.971830985915493	0.1111111111111111	0.8961038961038961	0.3333333333333333	0.9324324324324325	0.34428794992175277	0.6557120500782473
Q04771_WT	Fold 4	9:71		-0.04005701054024485	0.875	0.49295774647887325	0.9859154929577465	0.0	0.8860759493670886	0.0	0.9333333333333333	0.36932707355242567	0.6306729264475743
Q04771_WT	Fold 5	9:71		0.0	0.8875	0.5	1.0	0.0	0.8875	0.0	0.9403973509933775	0.3051643192488263	0.6948356807511737
Q04771_WT	Mean	-		0.08282400788762394	0.8852469135802469	0.5179968701095461	0.991549295774648	0.04444444444444444	0.891435969094197	0.26666666666666666	0.9387857777610306	0.2927621283255086	0.7072378716744915
Q04771_WT	SD	-		0.11995519137444145	0.008904646384137925	0.023225073677082687	0.010285869624510148	0.04969039949999532	0.005080119500224506	0.3548604316149181	0.004982473440953551	0.06843948351185394	0.06843948351185393
Q04771_WT	Test set	70:33		0.06798418006783488	0.3300970873786408	0.5071428571428571	1.0	0.014285714285714285	0.3235294117647059	1.0	0.48888888888888893	0.5489177489177489	0.45108225108225103
Q04759_WT	Fold 1	30:84		0.815236032299719	0.9298245614035088	0.8773809523809524	0.9880952380952381	0.7666666666666667	0.9222222222222223	0.9583333333333334	0.9540229885057472	0.0365079365079365	0.9634920634920634
Q04759_WT	Fold 2	30:84		0.7175105773237274	0.8947368421052632	0.8321428571428571	0.9642857142857143	0.7	0.9	0.875	0.9310344827586207	0.06865079365079364	0.9313492063492064
Q04759_WT	Fold 3	30:84		0.7951465679458908	0.9210526315789473	0.85	1.0	0.7	0.9032258064516129	1.0	0.9491525423728813	0.10158730158730156	0.8984126984126983
Q04759_WT	Fold 4	30:84		0.6923725217488029	0.8859649122807017	0.8047619047619048	0.9761904761904762	0.6333333333333333	0.8817204301075269	0.9047619047619048	0.9265536723163842	0.08492063492063491	0.915079365079365
Q04759_WT	Fold 5	31:83		0.6333258447552168	0.8596491228070176	0.8025650991061017	0.927710843373494	0.6774193548387096	0.8850574712643678	0.7777777777777778	0.9058823529411766	0.10376991838321026	0.8962300816167897
Q04759_WT	Mean	-		0.7307183088146714	0.8982456140350876	0.8333701626783631	0.9712564543889846	0.695483870967742	0.8984451860091461	0.9031746031746032	0.933329207778962	0.07908731700997537	0.9209126829900246
Q04759_WT	SD	-		0.061134253587472646	0.02298625030062403	0.025762995882896305	0.022652785253458593	0.0393632597684884	0.013226032382485448	0.06944822363110581	0.01572213918147211	0.022625326436469775	0.02262532643646976
Q04759_WT	Test set	126:46		0.0005413402903369907	0.3081395348837209	0.5001725327812284	0.9130434782608695	0.0873015873015873	0.267515923566879	0.7333333333333333	0.41379310344827586	0.32608695652173914	0.6739130434782609
Q02779_WT		3:4	Not enough data in minority class of the training set for all 5 folds										
Q02779_WT	Fold 1	2:20		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.35	0.65
Q02779_WT	Fold 2	2:20		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.125	0.875
Q02779_WT	Fold 3	3:19		0.7958224257542214	0.9545454545454546	0.8333333333333333	1.0	0.6666666666666666	0.95	1.0	0.9743589743589743	0.08771929824561404	0.912280701754386
Q02779_WT	Fold 4	2:19		0.0	0.9047619047619048	0.5	1.0	0.0	0.9047619047619048	0.0	0.9500000000000001	0.07894736842105263	0.9210526315789473
Q02779_WT	Fold 5	2:19		0.0	0.9047619047619048	0.5	1.0	0.0	0.9047619047619048	0.0	0.9500000000000001	0.34210526315789475	0.6578947368421053
Q02779_WT	Mean	-		0.15916448515084428	0.9164502164502164	0.5666666666666667	1.0	0.13333333333333333	0.9155411255411255	0.2	0.9558241758241758	0.1967543859649123	0.8032456140350878
Q02779_WT	SD	-		0.29059326290271154	0.01747760107202283	0.12171612389003689	0.0	0.24343224778007383	0.015827232937230498	0.36514837167011077	0.008515597259806303	0.11219546289363076	0.11219546289363075
Q02779_WT	Test set	3:4		0.0	0.5714285714285714	0.5	1.0	0.0	0.5714285714285714	0.0	0.7272727272727273	0.6666666666666667	0.33333333333333337
Q02763_WT	Fold 1	54:38		0.6892704238533526	0.8478260869565217	0.8469785575048733	0.8421052631578947	0.8518518518518519	0.8	0.8846153846153846	0.8205128205128205	0.08235867446393763	0.9176413255360624
Q02763_WT	Fold 2	55:37		0.7269480042427431	0.8695652173913043	0.8555282555282555	0.7837837837837838	0.9272727272727272	0.8787878787878788	0.864406779661017	0.8285714285714285	0.07960687960687962	0.9203931203931204
Q02763_WT	Fold 3	55:37		0.6595974795804143	0.8369565217391305	0.8282555282555282	0.7837837837837838	0.8727272727272727	0.8055555555555556	0.8571428571428571	0.7945205479452055	0.1213759213759214	0.8786240786240785
Q02763_WT	Fold 4	54:37		0.7297768432250877	0.8681318681318682	0.8676176176176176	0.8648648648648649	0.8703703703703703	0.8205128205128205	0.9038461538461539	0.8421052631578947	0.05355355355355355	0.9464464464464465
Q02763_WT	Fold 5	54:37		0.585513318123003	0.8021978021978022	0.7865365365365365	0.7027027027027027	0.8703703703703703	0.7878787878787878	0.8103448275862069	0.7428571428571429	0.13313313313313313	0.8668668668668669
Q02763_WT	Mean	-		0.6782212138049202	0.8449354992833253	0.8369832990885623	0.795448079658606	0.8785185185185185	0.8185470085470085	0.8640712005703239	0.8057134406088984	0.09400563242668507	0.905994367573315
Q02763_WT	SD	-		0.04846986258183155	0.02252119325493688	0.025830640421771075	0.05142859027114128	0.023289508176655562	0.029115104899601833	0.028690149634137723	0.03199497101345698	0.026644075096250126	0.026644075096250146
Q02763_WT	Test set	74:50		0.37986322943470174	0.6451612903225806	0.6832432432432433	0.88	0.4864864864864865	0.5365853658536586	0.8571428571428571	0.6666666666666667	0.2648648648648649	0.7351351351351352
Q02750_WT	Fold 1	34:92		0.664228353662564	0.873015873015873	0.8110613810741688	0.9456521739130435	0.6764705882352942	0.8877551020408163	0.8214285714285714	0.9157894736842105	0.09111253196930948	0.9088874680306904
Q02750_WT	Fold 2	34:92		0.6178539932334778	0.8571428571428571	0.7816496163682864	0.9456521739130435	0.6176470588235294	0.87	0.8076923076923077	0.90625	0.16783887468030692	0.8321611253196931
Q02750_WT	Fold 3	34:92		0.684746790702385	0.8809523809523809	0.7979539641943734	0.9782608695652174	0.6176470588235294	0.8737864077669902	0.9130434782608695	0.923076923076923	0.18829923273657287	0.8117007672634271
Q02750_WT	Fold 4	33:92		0.7907544781719182	0.92	0.8873517786561265	0.9565217391304348	0.8181818181818182	0.9361702127659575	0.8709677419354839	0.9462365591397849	0.08003952569169957	0.9199604743083003
Q02750_WT	Fold 5	34:91		0.7498100159057736	0.904	0.8419521654815773	0.978021978021978	0.7058823529411765	0.898989898989899	0.9230769230769231	0.9368421052631579	0.05074337427278604	0.9492566257272139
Q02750_WT	Mean	-		0.7014787263352238	0.8870222222222223	0.8239937811549064	0.9608217869087434	0.6871657754010696	0.8933403243127327	0.8672418044788313	0.9256390122328153	0.11560670787013498	0.8843932921298651
Q02750_WT	SD	-		0.056223834415324754	0.02041884756015609	0.03409566625846501	0.013408286654189392	0.06744825754906432	0.02169730451030215	0.04257196121485698	0.013097580806258193	0.04845039313166765	0.04845039313166762
Q02750_WT	Test set	188:76		0.2995512555025563	0.5265151515151515	0.647956326987682	0.9342105263157895	0.3617021276595745	0.3717277486910995	0.9315068493150684	0.5318352059925093	0.271486562150056	0.7285134378499439
Q02156_WT	Fold 1	12:35		0.3608824732575027	0.7872340425531915	0.638095238095238	0.9428571428571428	0.3333333333333333	0.8048780487804879	0.6666666666666666	0.868421052631579	0.13333333333333336	0.8666666666666667
Q02156_WT	Fold 2	12:35		0.43099841900894326	0.8085106382978723	0.6523809523809524	0.9714285714285714	0.3333333333333333	0.8095238095238095	0.8	0.8831168831168832	0.1595238095238095	0.8404761904761905
Q02156_WT	Fold 3	11:35		0.49433434471665466	0.8260869565217391	0.7298701298701298	0.9142857142857143	0.5454545454545454	0.8648648648648649	0.6666666666666666	0.888888888888889	0.14285714285714285	0.8571428571428571
Q02156_WT	Fold 4	12:34		0.4287604056039662	0.8043478260869565	0.6519607843137255	0.9705882352941176	0.3333333333333333	0.8048780487804879	0.8	0.8800000000000001	0.20833333333333334	0.7916666666666666
Q02156_WT	Fold 5	12:34		0.2870194667473602	0.7391304347826086	0.6348039215686274	0.8529411764705882	0.4166666666666667	0.8055555555555556	0.5	0.8285714285714286	0.18137254901960786	0.8186274509803922
Q02156_WT	Mean	-		0.40039902186688536	0.7930619796484736	0.6614222052457346	0.9304201680672268	0.3924242424242424	0.8179400655010411	0.6866666666666668	0.8697996506417558	0.1650840336134454	0.8349159663865546
Q02156_WT	SD	-		0.06452521109991152	0.027077841075264696	0.03190888472708861	0.04023505074470833	0.07580806398427796	0.021476261345243733	0.10110500592068736	0.01977987888502063	0.024728106118661053	0.02472810611866105
Q02156_WT	Test set	82:24		-0.0912791971347064	0.2641509433962264	0.4654471544715447	0.8333333333333334	0.0975609756097561	0.2127659574468085	0.6666666666666666	0.3389830508474576	0.36382113821138207	0.6361788617886178
Q00537_WT	Fold 1	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.6111111111111112	0.38888888888888884
Q00537_WT	Fold 2	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.1111111111111111	0.8888888888888888
Q00537_WT	Fold 3	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.5555555555555556	0.4444444444444444
Q00537_WT	Fold 4	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.7777777777777777	0.2222222222222222
Q00537_WT	Fold 5	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.4375	0.5625
Q00537_WT	Mean	-		0.0	0.8145454545454547	0.5	1.0	0.0	0.8145454545454547	0.0	0.8977777777777778	0.49861111111111106	0.5013888888888889
Q00537_WT	SD	-		0.0	0.006639061303092925	0.0	0.0	0.0	0.006639061303092925	0.0	0.004057204129667882	0.2031927514422774	0.2031927514422774
Q00537_WT	Test set	7:8		-0.25	0.4666666666666667	0.4375	0.875	0.0	0.5	0.0	0.6363636363636364	0.75	0.25
Q00536_WT	Fold 1	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.3	0.7
Q00536_WT	Fold 2	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.2	0.8
Q00536_WT	Fold 3	2:10		0.674199862463242	0.9166666666666666	0.75	1.0	0.5	0.9090909090909091	1.0	0.9523809523809523	0.1	0.9
Q00536_WT	Fold 4	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.30000000000000004	0.7
Q00536_WT	Fold 5	2:10		-0.13483997249264842	0.75	0.45	0.9	0.0	0.8181818181818182	0.0	0.8571428571428572	0.35	0.65
Q00536_WT	Mean	-		0.10787197799411871	0.8333333333333334	0.54	0.9800000000000001	0.1	0.8454545454545455	0.2	0.9073593073593074	0.25	0.7499999999999999
Q00536_WT	SD	-		0.26285149626910836	0.0481125224324688	0.09746794344808964	0.036514837167011066	0.18257418583505539	0.029535740438815017	0.36514837167011077	0.027560949809669975	0.0816496580927726	0.08164965809277262
Q00536_WT	Test set	9:15		-0.16151457061744964	0.5833333333333334	0.4666666666666667	0.9333333333333333	0.0	0.6086956521739131	0.0	0.7368421052631579	0.5555555555555556	0.4444444444444445
Q00535_WT	Fold 1	32:193		0.2617421517482182	0.8622222222222222	0.5807966321243523	0.9740932642487047	0.1875	0.8785046728971962	0.5454545454545454	0.9238329238329238	0.20191062176165803	0.7980893782383419
Q00535_WT	Fold 2	32:193		0.7000786150301161	0.9333333333333333	0.7786593264248705	0.9948186528497409	0.5625	0.9320388349514563	0.9473684210526315	0.9624060150375939	0.12953367875647667	0.8704663212435233
Q00535_WT	Fold 3	32:193		0.44453512352201097	0.8888888888888888	0.6484779792746114	0.9844559585492227	0.3125	0.8962264150943396	0.7692307692307693	0.9382716049382716	0.21275906735751293	0.787240932642487
Q00535_WT	Fold 4	32:193		0.3692094464419612	0.8755555555555555	0.6276716321243523	0.9740932642487047	0.28125	0.8909952606635071	0.6428571428571429	0.9306930693069307	0.16175518134715028	0.8382448186528498
Q00535_WT	Fold 5	32:192		0.4026580281756729	0.8839285714285714	0.6067708333333333	0.9947916666666666	0.21875	0.8842592592592593	0.875	0.9362745098039216	0.17643229166666669	0.8235677083333333
Q00535_WT	Mean	-		0.4356446729835959	0.8887857142857143	0.6484752806563039	0.984450561312608	0.3125	0.8964048885731517	0.7559821757190177	0.9382956245839283	0.1764781681778929	0.823521831822107
Q00535_WT	SD	-		0.13275804732066893	0.021942155223745412	0.06284947356690376	0.008455599881500138	0.12103072956898178	0.017161041606263975	0.1342191111542933	0.011918927311063268	0.027029819562482238	0.02702981956248227
Q00535_WT	Test set	44:86		0.04267305582502955	0.6615384615384615	0.5055496828752643	0.9883720930232558	0.022727272727272728	0.6640625	0.5	0.794392523364486	0.4503171247357294	0.5496828752642706
Q00526_WT	Fold 1	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.25	0.75
Q00526_WT	Fold 2	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.6875	0.3125
Q00526_WT	Fold 3	1:8		0.0	0.8888888888888888	0.5	1.0	0.0	0.8888888888888888	0.0	0.9411764705882353	0.375	0.625
Q00526_WT	Fold 4	1:8		-0.125	0.7777777777777778	0.4375	0.875	0.0	0.875	0.0	0.875	0.4375	0.5625
Q00526_WT	Fold 5	2:7		0.0	0.7777777777777778	0.5	1.0	0.0	0.7777777777777778	0.0	0.8750000000000001	0.3571428571428571	0.6428571428571428
Q00526_WT	Mean	-		-0.025	0.8088888888888889	0.4875	0.975	0.0	0.8283333333333334	0.0	0.8937908496732027	0.42142857142857143	0.5785714285714285
Q00526_WT	SD	-		0.045643546458763846	0.037624963256889736	0.02282177322938192	0.04564354645876384	0.0	0.04083742735838077	0.0	0.022359366312751622	0.13337185880495345	0.13337185880495342
Q00526_WT	Test set	22:30		0.12199807035049141	0.5961538461538461	0.5287878787878788	0.9666666666666667	0.09090909090909091	0.5918367346938775	0.6666666666666666	0.7341772151898733	0.41515151515151516	0.584848484848485
Q96SB4_WT		2:5	Not enough data in minority class of the training set for all 5 folds										
Q96SB4_WT	Fold 1	3:133		-0.01292611223882469	0.9705882352941176	0.49624060150375937	0.9924812030075187	0.0	0.9777777777777777	0.0	0.9850746268656717	0.25563909774436094	0.7443609022556391
Q96SB4_WT	Fold 2	3:133		0.0	0.9779411764705882	0.5	1.0	0.0	0.9779411764705882	0.0	0.9888475836431226	0.05764411027568923	0.9423558897243108
Q96SB4_WT	Fold 3	3:133		0.0	0.9779411764705882	0.5	1.0	0.0	0.9779411764705882	0.0	0.9888475836431226	0.07769423558897243	0.9223057644110276
Q96SB4_WT	Fold 4	4:132		0.34027152804729077	0.9705882352941176	0.6212121212121212	0.9924242424242424	0.25	0.9776119402985075	0.5	0.9849624060150376	0.2556818181818182	0.7443181818181819
Q96SB4_WT	Fold 5	4:132		0.0	0.9705882352941176	0.5	1.0	0.0	0.9705882352941176	0.0	0.9850746268656716	0.45265151515151514	0.5473484848484849
Q96SB4_WT	Mean	-		0.06546908316169323	0.9735294117647058	0.5234905445431761	0.9969810890863522	0.05	0.9763720612623159	0.1	0.9865613654065252	0.21986215538847115	0.7801378446115289
Q96SB4_WT	SD	-		0.1255128100547811	0.0032883352610290906	0.04462339257818481	0.0033752850629758047	0.09128709291752769	0.0026422915196945063	0.18257418583505539	0.0017044569889971067	0.1311998065586626	0.13119980655866262
Q96SB4_WT	Test set	2:5		0.0	0.7142857142857143	0.5	1.0	0.0	0.7142857142857143	0.0	0.8333333333333333	0.2	0.8
Q96RR4_WT	Fold 1	3:18		0.0	0.8571428571428571	0.5	1.0	0.0	0.8571428571428571	0.0	0.923076923076923	0.03703703703703704	0.962962962962963
Q96RR4_WT	Fold 2	2:18		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.08333333333333333	0.9166666666666666
Q96RR4_WT	Fold 3	2:18		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.4444444444444445	0.5555555555555556
Q96RR4_WT	Fold 4	2:18		-0.07647191129018725	0.85	0.4722222222222222	0.9444444444444444	0.0	0.8947368421052632	0.0	0.918918918918919	0.5277777777777778	0.4722222222222222
Q96RR4_WT	Fold 5	3:17		0.21568627450980393	0.8	0.6078431372549019	0.8823529411764706	0.3333333333333333	0.8823529411764706	0.3333333333333333	0.8823529411764706	0.27450980392156865	0.7254901960784313
Q96RR4_WT	Mean	-		0.027842872643923332	0.8614285714285714	0.5160130718954249	0.9653594771241831	0.06666666666666667	0.8868465280849183	0.06666666666666667	0.9238171250555152	0.2734204793028322	0.7265795206971678
Q96RR4_WT	SD	-		0.08990031001333652	0.033906634512224566	0.04304968995941588	0.04267595161478224	0.12171612389003691	0.014780533892699106	0.12171612389003691	0.021806520253387942	0.17604841824936165	0.17604841824936165
Q96RR4_WT	Test set	47:36		0.13752283283450578	0.4578313253012048	0.5212765957446809	1.0	0.0425531914893617	0.4444444444444444	1.0	0.6153846153846153	0.6445035460992907	0.3554964539007092
Q96RG2_WT		1:5	Not enough data in minority class of the training set for all 5 folds										
Q96RG2_WT	Fold 1	1:15		0.0	0.9375	0.5	1.0	0.0	0.9375	0.0	0.967741935483871	0.6	0.4
Q96RG2_WT	Fold 2	1:15		0.0	0.9375	0.5	1.0	0.0	0.9375	0.0	0.967741935483871	0.7333333333333333	0.26666666666666666
Q96RG2_WT	Fold 3	1:15		-0.06666666666666667	0.875	0.4666666666666667	0.9333333333333333	0.0	0.9333333333333333	0.0	0.9333333333333333	0.6333333333333333	0.3666666666666667
Q96RG2_WT	Fold 4	1:15		0.0	0.9375	0.5	1.0	0.0	0.9375	0.0	0.967741935483871	0.26666666666666666	0.7333333333333333
Q96RG2_WT	Fold 5	2:14		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	0.42857142857142855	0.5714285714285714
Q96RG2_WT	Mean	-		-0.013333333333333332	0.9125	0.49333333333333335	0.9866666666666667	0.0	0.9241666666666667	0.0	0.953978494623656	0.5323809523809524	0.46761904761904755
Q96RG2_WT	SD	-		0.024343224778007384	0.02795084971874737	0.012171612389003689	0.024343224778007377	0.0	0.022489709580984747	0.0	0.015387994683869527	0.1508454380580255	0.1508454380580255
Q96RG2_WT	Test set	1:5		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.4	0.6
Q96PY6_WT		1:76	Not enough data in minority class for all 5 folds										
Q96PF2_WT	Fold 1	4:101		0.0	0.9619047619047619	0.5	1.0	0.0	0.9619047619047619	0.0	0.9805825242718447	0.1831683168316832	0.8168316831683168
Q96PF2_WT	Fold 2	4:101		-0.019514284806274117	0.9523809523809523	0.49504950495049505	0.9900990099009901	0.0	0.9615384615384616	0.0	0.975609756097561	0.099009900990099	0.9009900990099009
Q96PF2_WT	Fold 3	4:101		0.0	0.9619047619047619	0.5	1.0	0.0	0.9619047619047619	0.0	0.9805825242718447	0.0891089108910891	0.9108910891089109
Q96PF2_WT	Fold 4	3:101		0.0	0.9711538461538461	0.5	1.0	0.0	0.9711538461538461	0.0	0.9853658536585366	0.039603960396039604	0.9603960396039605
Q96PF2_WT	Fold 5	3:101		0.0	0.9711538461538461	0.5	1.0	0.0	0.9711538461538461	0.0	0.9853658536585366	0.25742574257425743	0.7425742574257426
Q96PF2_WT	Mean	-		-0.0039028569612548233	0.9636996336996336	0.499009900990099	0.998019801980198	0.0	0.9655311355311355	0.0	0.9815013023916647	0.13366336633663364	0.8663366336633663
Q96PF2_WT	SD	-		0.007125609321317777	0.00639903954953386	0.0018076652062876787	0.0036153304125753575	0.0	0.004192699338560158	0.0	0.0033233551618570057	0.07047576403981064	0.07047576403981065
Q96PF2_WT	Test set	7:7		0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.4489795918367347	0.5510204081632653
Q96NX5_WT		4:51	Not enough data in minority class for all 5 folds										
Q96L34_WT	Fold 1	2:11		-0.12309149097933272	0.7692307692307693	0.45454545454545453	0.9090909090909091	0.0	0.8333333333333334	0.0	0.8695652173913043	0.22727272727272727	0.7727272727272727
Q96L34_WT	Fold 2	2:11		0.0	0.8461538461538461	0.5	1.0	0.0	0.8461538461538461	0.0	0.9166666666666666	0.5	0.5
Q96L34_WT	Fold 3	2:11		0.0	0.8461538461538461	0.5	1.0	0.0	0.8461538461538461	0.0	0.9166666666666666	0.4090909090909091	0.5909090909090908
Q96L34_WT	Fold 4	2:11		0.67700320038633	0.9230769230769231	0.75	1.0	0.5	0.9166666666666666	1.0	0.9565217391304348	0.2727272727272727	0.7272727272727273
Q96L34_WT	Fold 5	3:10		0.0	0.7692307692307693	0.5	1.0	0.0	0.7692307692307693	0.0	0.8695652173913044	0.16666666666666669	0.8333333333333334
Q96L34_WT	Mean	-		0.11078234188139946	0.8307692307692308	0.5409090909090909	0.9818181818181818	0.1	0.8423076923076923	0.2	0.9057971014492754	0.3151515151515152	0.6848484848484848
Q96L34_WT	SD	-		0.2620817977022988	0.05254846546645948	0.09678011771315946	0.03319530651546462	0.18257418583505539	0.04277775643159724	0.36514837167011077	0.03009646327144229	0.11147781544502137	0.11147781544502139
Q96L34_WT	Test set	13:36		0.15848882753065527	0.7346938775510204	0.5491452991452992	0.9444444444444444	0.15384615384615385	0.7555555555555555	0.5	0.8395061728395062	0.45512820512820507	0.5448717948717949
Q96KB5_WT		3:0	Only one activity class in traing set for temporal split at 2013										
Q96D53_WT		0:2	Only one activity class in traing set for temporal split at 2013										
Q86YV6_WT		0:2	Only one activity class in traing set for temporal split at 2013										
Q86V86_WT	Fold 1	25:126		0.6570957603959973	0.9139072847682119	0.7720634920634921	0.9841269841269841	0.56	0.9185185185185185	0.875	0.950191570881226	0.07460317460317459	0.9253968253968254
Q86V86_WT	Fold 2	26:125		0.5838775239405632	0.8940397350993378	0.738	0.976	0.5	0.9037037037037037	0.8125	0.9384615384615385	0.06153846153846154	0.9384615384615385
Q86V86_WT	Fold 3	26:125		0.6408688013258412	0.9072847682119205	0.7612307692307692	0.984	0.5384615384615384	0.9111111111111111	0.875	0.9461538461538462	0.12184615384615383	0.8781538461538462
Q86V86_WT	Fold 4	26:125		0.7014965128952729	0.9205298013245033	0.8149230769230769	0.976	0.6538461538461539	0.9312977099236641	0.85	0.953125	0.08553846153846154	0.9144615384615384
Q86V86_WT	Fold 5	26:125		0.7254852848224804	0.9271523178807947	0.8036923076923077	0.992	0.6153846153846154	0.9253731343283582	0.9411764705882353	0.9575289575289575	0.06953846153846151	0.9304615384615385
Q86V86_WT	Mean	-		0.6617647766760311	0.9125827814569536	0.7779819291819292	0.9824253968253969	0.5735384615384616	0.9180008355170711	0.870735294117647	0.9490921826051137	0.0826129426129426	0.9173870573870575
Q86V86_WT	SD	-		0.04502551065595062	0.010401076370322067	0.025625039441671358	0.0054714295691521385	0.05003667294148618	0.00897498314684105	0.03833978933649456	0.005920245741604649	0.019265840738421237	0.019265840738421237
Q86V86_WT	Test set	572:81		-0.0868727733818854	0.13016845329249618	0.4823016489683156	0.9506172839506173	0.013986013986013986	0.12012480499219969	0.6666666666666666	0.21329639889196678	0.6007618924285592	0.39923810757144085
Q86UX6_WT		2:41	Not enough data in minority class for all 5 folds										
Q86UE8_WT		3:45	Not enough data in minority class for all 5 folds										
Q59H18_WT	Fold 1	2:9		0.3888888888888889	0.8181818181818182	0.6944444444444444	0.8888888888888888	0.5	0.8888888888888888	0.5	0.8888888888888888	0.3888888888888889	0.6111111111111112
Q59H18_WT	Fold 2	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.3888888888888889	0.6111111111111112
Q59H18_WT	Fold 3	3:8		0.5163977794943222	0.8181818181818182	0.6666666666666666	1.0	0.3333333333333333	0.8	1.0	0.888888888888889	0.08333333333333334	0.9166666666666666
Q59H18_WT	Fold 4	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.1875	0.8125
Q59H18_WT	Fold 5	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.25	0.75
Q59H18_WT	Mean	-		0.1810573336766422	0.8109090909090909	0.5722222222222222	0.9777777777777779	0.16666666666666666	0.8214141414141414	0.3	0.8911111111111112	0.25972222222222224	0.7402777777777778
Q59H18_WT	SD	-		0.20574759787071892	0.00813115628181742	0.08114408259335792	0.04057204129667899	0.19245008972987526	0.03146157926152066	0.3651483716701107	0.004057204129667893	0.10785149254620653	0.1078514925462065
Q59H18_WT	Test set	111:39		-0.004331771912745713	0.4533333333333333	0.49757449757449757	0.5897435897435898	0.40540540540540543	0.25842696629213485	0.7377049180327869	0.359375	0.5063525063525064	0.4936474936474936
Q52WX2_WT		6:18	Number of points 24 < 30										
Q32MK0_WT	Fold 1	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.1111111111111111	0.8888888888888888
Q32MK0_WT	Fold 2	2:9		0.6708203932499369	0.9090909090909091	0.75	1.0	0.5	0.9	1.0	0.9473684210526316	0.16666666666666666	0.8333333333333333
Q32MK0_WT	Fold 3	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.3333333333333333	0.6666666666666666
Q32MK0_WT	Fold 4	3:8		0.24056261216234406	0.7272727272727273	0.6041666666666666	0.875	0.3333333333333333	0.7777777777777778	0.5	0.823529411764706	0.25	0.75
Q32MK0_WT	Fold 5	2:8		-0.25	0.6	0.375	0.75	0.0	0.75	0.0	0.75	0.25	0.75
