target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q16584_WT	Mean	-		0.636682169795467	0.8372549019607842	0.7884848484848485	0.9303030303030303	0.6466666666666667	0.8474458874458873	0.8695238095238095	0.8834220465524814	0.1788888888888889	0.821111111111111
Q16584_WT	SD	-		0.053945732222165886	0.02087414303617165	0.05502455138366858	0.05776152911311432	0.15939701191492708	0.04806468637625591	0.10351348497748701	0.013444395985932067	0.09898491707383919	0.09898491707383918
Q16584_WT	Test set	15:22		0.6672888599003807	0.8378378378378378	0.8106060606060606	0.9545454545454546	0.6666666666666666	0.8076923076923077	0.9090909090909091	0.875	0.16666666666666669	0.8333333333333334
Q16566_WT		4:80	Not enough data in minority class of the training set for all 5 folds										
Q16513_WT	Fold 1	16:95		0.4807251856715937	0.8918918918918919	0.6769736842105263	0.9789473684210527	0.375	0.9029126213592233	0.75	0.9393939393939394	0.2348684210526316	0.7651315789473684
Q16513_WT	Fold 2	16:95		0.5824823725107175	0.9099099099099099	0.6875	1.0	0.375	0.9047619047619048	1.0	0.9500000000000001	0.16776315789473684	0.832236842105263
Q16513_WT	Fold 3	16:95		0.28235903098926324	0.8558558558558559	0.6039473684210526	0.9578947368421052	0.25	0.883495145631068	0.5	0.9191919191919192	0.18092105263157898	0.819078947368421
Q16513_WT	Fold 4	15:95		0.6751240882005367	0.9272727272727272	0.8175438596491228	0.968421052631579	0.6666666666666666	0.9484536082474226	0.7692307692307693	0.9583333333333333	0.07298245614035087	0.9270175438596491
Q16513_WT	Fold 5	15:95		0.25874865460950475	0.8727272727272727	0.5614035087719298	0.9894736842105263	0.13333333333333333	0.8785046728971962	0.6666666666666666	0.9306930693069306	0.16701754385964912	0.8329824561403508
Q16513_WT	Mean	-		0.45588786639632317	0.8915315315315315	0.6694736842105262	0.9789473684210526	0.36	0.9036255905793629	0.7371794871794871	0.9395224522452246	0.16471052631578947	0.8352894736842105
Q16513_WT	SD	-		0.1492669353316255	0.023243930062535233	0.07987368756942576	0.013589415249850585	0.16226122057874365	0.0225375465319864	0.1480385305614425	0.012615686975085746	0.04763330610849824	0.04763330610849823
Q16513_WT	Test set	32:205		0.4850666285638927	0.8945147679324894	0.7016768292682927	0.9658536585365853	0.4375	0.9166666666666666	0.6666666666666666	0.9406175771971497	0.08551829268292684	0.9144817073170732
Q16512_WT	Fold 1	3:12		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.4166666666666667	0.5833333333333334
Q16512_WT	Fold 2	2:12		0.0	0.8571428571428571	0.5	1.0	0.0	0.8571428571428571	0.0	0.923076923076923	0.5416666666666667	0.4583333333333333
Q16512_WT	Fold 3	2:12		0.0	0.8571428571428571	0.5	1.0	0.0	0.8571428571428571	0.0	0.923076923076923	0.2916666666666667	0.7083333333333333
Q16512_WT	Fold 4	3:11		-0.14484136487558028	0.7142857142857143	0.45454545454545453	0.9090909090909091	0.0	0.7692307692307693	0.0	0.8333333333333333	0.3636363636363636	0.6363636363636364
Q16512_WT	Fold 5	3:11		-0.14484136487558028	0.7142857142857143	0.45454545454545453	0.9090909090909091	0.0	0.7692307692307693	0.0	0.8333333333333333	0.3939393939393939	0.6060606060606062
Q16512_WT	Mean	-		-0.05793654595023211	0.7885714285714286	0.4818181818181818	0.9636363636363636	0.0	0.8105494505494505	0.0	0.8803418803418802	0.40151515151515155	0.5984848484848484
Q16512_WT	SD	-		0.06477502756312957	0.05855400437691197	0.02032789070454355	0.0406557814090871	0.0	0.03621152863081449	0.0	0.03684477822329791	0.07464460229220937	0.07464460229220934
Q16512_WT	Test set	9:22		0.5972598827888349	0.8387096774193549	0.7878787878787878	0.9090909090909091	0.6666666666666666	0.8695652173913043	0.75	0.888888888888889	0.20202020202020204	0.797979797979798
Q16288_WT	Fold 1	23:98		0.5208364821633342	0.8677685950413223	0.7187222715173025	0.9591836734693877	0.4782608695652174	0.8867924528301887	0.7333333333333333	0.9215686274509803	0.16282165039929017	0.8371783496007098
Q16288_WT	Fold 2	23:98		0.5801218022841452	0.8842975206611571	0.7289263531499557	0.9795918367346939	0.4782608695652174	0.8888888888888888	0.8461538461538461	0.9320388349514563	0.16149068322981366	0.8385093167701864
Q16288_WT	Fold 3	23:97		0.41658388902213134	0.8416666666666667	0.6698789780367548	0.9484536082474226	0.391304347826087	0.8679245283018868	0.6428571428571429	0.9064039408866995	0.18825638727028238	0.8117436127297176
Q16288_WT	Fold 4	23:97		0.13603482937505082	0.7666666666666667	0.5571492604213357	0.8969072164948454	0.21739130434782608	0.8285714285714286	0.3333333333333333	0.8613861386138614	0.23532048408785297	0.7646795159121471
Q16288_WT	Fold 5	22:98		0.40700205878442125	0.8416666666666667	0.6739332096474954	0.9387755102040817	0.4090909090909091	0.8761904761904762	0.6	0.9064039408866995	0.18970315398886825	0.8102968460111317
Q16288_WT	Mean	-		0.41211581232581657	0.8404132231404958	0.6697220145545688	0.9445823690300863	0.39486166007905144	0.869673554956574	0.6311355311355312	0.9055602965579392	0.1875184717952215	0.8124815282047784
Q16288_WT	SD	-		0.139231833071981	0.03677826526135762	0.055672498695073735	0.025034932900684332	0.0871987284378897	0.019988329397116436	0.15624245745189305	0.022023318532157717	0.02441901069327123	0.024419010693271202
Q16288_WT	Test set	48:211		0.45761185242642605	0.861003861003861	0.6571879936808847	0.981042654028436	0.3333333333333333	0.8661087866108786	0.8	0.92	0.21090047393364927	0.7890995260663507
Q15831_WT		5:34	Not enough data in minority class of the training set for all 5 folds										
Q15759_WT	Fold 1	8:31		0.45766741140205675	0.8461538461538461	0.625	1.0	0.25	0.8378378378378378	1.0	0.911764705882353	0.3709677419354838	0.6290322580645161
Q15759_WT	Fold 2	8:31		0.0916544468883458	0.7692307692307693	0.530241935483871	0.9354838709677419	0.125	0.8055555555555556	0.3333333333333333	0.8656716417910448	0.21370967741935482	0.7862903225806451
Q15759_WT	Fold 3	8:31		0.3709677419354839	0.7948717948717948	0.685483870967742	0.8709677419354839	0.5	0.8709677419354839	0.5	0.8709677419354839	0.30645161290322576	0.6935483870967741
Q15759_WT	Fold 4	8:31		0.45766741140205675	0.8461538461538461	0.625	1.0	0.25	0.8378378378378378	1.0	0.911764705882353	0.29435483870967744	0.7056451612903225
Q15759_WT	Fold 5	8:31		0.0916544468883458	0.7692307692307693	0.530241935483871	0.9354838709677419	0.125	0.8055555555555556	0.3333333333333333	0.8656716417910448	0.3387096774193548	0.6612903225806451
Q15759_WT	Mean	-		0.2939222917032578	0.8051282051282052	0.5991935483870968	0.9483870967741936	0.25	0.8315509057444542	0.6333333333333333	0.8851680874564559	0.30483870967741933	0.6951612903225806
Q15759_WT	SD	-		0.15350651014640665	0.03175072755727641	0.055206605137251806	0.04407290652025633	0.125	0.02230192244512807	0.27888667551135854	0.01990239861368969	0.04819630845258243	0.04819630845258243
Q15759_WT	Test set	26:58		0.28310330897865543	0.7261904761904762	0.6107427055702919	0.9137931034482759	0.3076923076923077	0.7464788732394366	0.6153846153846154	0.8217054263565892	0.29774535809018565	0.7022546419098143
Q15746_WT		4:29	Not enough data in minority class of the training set for all 5 folds										
Q15746_WT	Fold 1	2:13		0.6813851438692469	0.9333333333333333	0.75	1.0	0.5	0.9285714285714286	1.0	0.962962962962963	0.4230769230769231	0.5769230769230769
Q15746_WT	Fold 2	2:13		0.6813851438692469	0.9333333333333333	0.75	1.0	0.5	0.9285714285714286	1.0	0.962962962962963	0.23076923076923078	0.7692307692307692
Q15746_WT	Fold 3	2:13		0.4230769230769231	0.8666666666666667	0.7115384615384616	0.9230769230769231	0.5	0.9230769230769231	0.5	0.9230769230769231	0.2692307692307692	0.7307692307692308
Q15746_WT	Fold 4	2:13		-0.10482848367219183	0.8	0.46153846153846156	0.9230769230769231	0.0	0.8571428571428571	0.0	0.888888888888889	0.19230769230769232	0.8076923076923077
Q15746_WT	Fold 5	3:12		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.36111111111111116	0.6388888888888888
Q15746_WT	Mean	-		0.336203745428645	0.8666666666666666	0.6346153846153847	0.9692307692307693	0.3	0.8874725274725275	0.5	0.9253561253561253	0.2952991452991453	0.7047008547008546
Q15746_WT	SD	-		0.30369659481117844	0.05443310539518172	0.11591757256426362	0.03440104580768905	0.223606797749979	0.046934785064255864	0.408248290463863	0.030258502672026788	0.07757714958589454	0.07757714958589457
Q15746_WT	Test set	4:29		0.5284981975632331	0.9090909090909091	0.7327586206896552	0.9655172413793104	0.5	0.9333333333333333	0.6666666666666666	0.9491525423728815	0.23275862068965517	0.7672413793103449
Q15569_WT		1:17	Not enough data in minority class of the training set for all 5 folds										
Q15569_WT	Fold 1	1:7		-0.14285714285714285	0.75	0.42857142857142855	0.8571428571428571	0.0	0.8571428571428571	0.0	0.8571428571428571	1.0	0.0
Q15569_WT	Fold 2	1:7		-0.14285714285714285	0.75	0.42857142857142855	0.8571428571428571	0.0	0.8571428571428571	0.0	0.8571428571428571	0.2857142857142857	0.7142857142857143
Q15569_WT	Fold 3	1:7		-0.14285714285714285	0.75	0.42857142857142855	0.8571428571428571	0.0	0.8571428571428571	0.0	0.8571428571428571	0.14285714285714285	0.8571428571428571
Q15569_WT	Fold 4	1:7		0.0	0.875	0.5	1.0	0.0	0.875	0.0	0.9333333333333333	1.0	0.0
Q15569_WT	Fold 5	2:6		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.5	0.5
Q15569_WT	Mean	-		-0.08571428571428572	0.775	0.45714285714285713	0.9142857142857143	0.0	0.8392857142857142	0.0	0.8723809523809523	0.5857142857142856	0.41428571428571426
Q15569_WT	SD	-		0.06388765649999399	0.04564354645876384	0.03194382824999701	0.06388765649999402	0.0	0.04123930494211612	0.0	0.027820828317722746	0.32576440717118227	0.32576440717118227
Q15569_WT	Test set	1:17		0.0	0.9444444444444444	0.5	1.0	0.0	0.9444444444444444	0.0	0.9714285714285714	0.5294117647058824	0.47058823529411764
Q15418_WT	Fold 1	4:23		-0.08178608201095307	0.8148148148148148	0.4782608695652174	0.9565217391304348	0.0	0.8461538461538461	0.0	0.8979591836734695	0.30434782608695654	0.6956521739130435
Q15418_WT	Fold 2	4:23		0.11956521739130435	0.7777777777777778	0.5597826086956521	0.8695652173913043	0.25	0.8695652173913043	0.25	0.8695652173913043	0.5108695652173912	0.48913043478260865
Q15418_WT	Fold 3	4:23		-0.1179535649239177	0.7777777777777778	0.45652173913043476	0.9130434782608695	0.0	0.84	0.0	0.8749999999999999	0.29347826086956524	0.7065217391304348
Q15418_WT	Fold 4	3:23		0.7993052538854533	0.9615384615384616	0.8333333333333333	1.0	0.6666666666666666	0.9583333333333334	1.0	0.9787234042553191	0.07246376811594203	0.9275362318840581
Q15418_WT	Fold 5	3:23		-0.13043478260869565	0.7692307692307693	0.43478260869565216	0.8695652173913043	0.0	0.8695652173913043	0.0	0.8695652173913043	0.2753623188405797	0.7246376811594202
Q15418_WT	Mean	-		0.11773920834663823	0.8202279202279202	0.552536231884058	0.9217391304347826	0.18333333333333332	0.8767235228539576	0.25	0.8981626045422795	0.291304347826087	0.7086956521739131
Q15418_WT	SD	-		0.3218403753911231	0.06608417535435719	0.1338538071924851	0.04628614325411976	0.2376583292911937	0.03882818157178155	0.3535533905932738	0.03799607695399159	0.12683919644389646	0.12683919644389652
Q15418_WT	Test set	8:49		0.47193990372426947	0.8947368421052632	0.625	1.0	0.25	0.8909090909090909	1.0	0.9423076923076923	0.4872448979591837	0.5127551020408163
Q15375_WT	Fold 1	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	1.0	0.0
Q15375_WT	Fold 2	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.75	0.25
Q15375_WT	Fold 3	1:8		0.0	0.8888888888888888	0.5	1.0	0.0	0.8888888888888888	0.0	0.9411764705882353	0.5	0.5
Q15375_WT	Fold 4	2:7		-0.1889822365046136	0.6666666666666666	0.42857142857142855	0.8571428571428571	0.0	0.75	0.0	0.7999999999999999	0.5714285714285714	0.42857142857142855
Q15375_WT	Fold 5	2:7		-0.2857142857142857	0.5555555555555556	0.35714285714285715	0.7142857142857143	0.0	0.7142857142857143	0.0	0.7142857142857143	0.7857142857142857	0.21428571428571427
Q15375_WT	Mean	-		-0.09493930444377986	0.7422222222222222	0.45714285714285713	0.9142857142857143	0.0	0.7906349206349207	0.0	0.8466479925303455	0.7214285714285713	0.2785714285714286
Q15375_WT	SD	-		0.10975699000835634	0.1070363962559315	0.052164053095730106	0.10432810619146021	0.0	0.05371165265539104	0.0	0.07325756812269492	0.16025065400441751	0.16025065400441751
Q15375_WT	Test set	8:13		0.07953559537197222	0.6190476190476191	0.5240384615384616	0.9230769230769231	0.125	0.631578947368421	0.5	0.7499999999999999	0.3173076923076923	0.6826923076923077
Q15349_WT	Fold 1	5:17		0.4166305453899284	0.8181818181818182	0.6705882352941177	0.9411764705882353	0.4	0.8421052631578947	0.6666666666666666	0.8888888888888888	0.1764705882352941	0.8235294117647058
Q15349_WT	Fold 2	5:17		0.4823529411764706	0.8181818181818182	0.7411764705882353	0.8823529411764706	0.6	0.8823529411764706	0.6	0.8823529411764706	0.21176470588235294	0.7882352941176471
Q15349_WT	Fold 3	4:17		0.0	0.8095238095238095	0.5	1.0	0.0	0.8095238095238095	0.0	0.8947368421052632	0.45588235294117646	0.5441176470588236
Q15349_WT	Fold 4	4:17		0.14852213144650114	0.7619047619047619	0.5661764705882353	0.8823529411764706	0.25	0.8333333333333334	0.3333333333333333	0.8571428571428571	0.3970588235294118	0.6029411764705883
Q15349_WT	Fold 5	4:17		0.14852213144650114	0.7619047619047619	0.5661764705882353	0.8823529411764706	0.25	0.8333333333333334	0.3333333333333333	0.8571428571428571	0.35294117647058826	0.6470588235294118
Q15349_WT	Mean	-		0.23920554989188023	0.793939393939394	0.6088235294117647	0.9176470588235294	0.3	0.8401297361049684	0.3866666666666666	0.8760528772912674	0.31882352941176473	0.6811764705882354
Q15349_WT	SD	-		0.16546225288412478	0.024050986031746838	0.07832867050344575	0.04295863196118951	0.18027756377319948	0.021663358760846366	0.21568152104090538	0.01454144802446391	0.09814602025457193	0.0981460202545719
Q15349_WT	Test set	8:38		0.5460526315789473	0.8695652173913043	0.7730263157894737	0.9210526315789473	0.625	0.9210526315789473	0.625	0.9210526315789473	0.1611842105263158	0.8388157894736842
Q15303_WT	Fold 1	27:112		0.6516159295487618	0.8992805755395683	0.7829034391534391	0.9732142857142857	0.5925925925925926	0.9083333333333333	0.8421052631578947	0.9396551724137931	0.10218253968253971	0.8978174603174603
Q15303_WT	Fold 2	27:112		0.8579692506477575	0.9568345323741008	0.9029431216931216	0.9910714285714286	0.8148148148148148	0.9568965517241379	0.9565217391304348	0.9736842105263158	0.04398148148148151	0.9560185185185185
Q15303_WT	Fold 3	27:112		0.6132878270941295	0.8848920863309353	0.7880291005291005	0.9464285714285714	0.6296296296296297	0.9137931034482759	0.7391304347826086	0.9298245614035087	0.06911375661375663	0.9308862433862435
Q15303_WT	Fold 4	27:112		0.7701719576719577	0.9280575539568345	0.8850859788359788	0.9553571428571429	0.8148148148148148	0.9553571428571429	0.8148148148148148	0.9553571428571429	0.04960317460317462	0.9503968253968255
Q15303_WT	Fold 5	28:111		0.6248216129510435	0.8848920863309353	0.7944015444015444	0.9459459459459459	0.6428571428571429	0.9130434782608695	0.75	0.9292035398230089	0.06853281853281853	0.9314671814671814
Q15303_WT	Mean	-		0.7035733155827301	0.9107913669064749	0.8306726369226368	0.9624034749034749	0.698941798941799	0.9294847219247518	0.8205144503771507	0.9455449254047539	0.0666827541827542	0.933317245817246
Q15303_WT	SD	-		0.08691600730516676	0.025469387141202407	0.047609162898669635	0.01588722649186361	0.08766691771416722	0.019936203252813534	0.07140527214706688	0.015475566203120359	0.018603884461416656	0.01860388446141665
Q15303_WT	Test set	55:243		0.735466549846629	0.9228187919463087	0.8542087542087542	0.9629629629629629	0.7454545454545455	0.9435483870967742	0.82	0.9531568228105906	0.04369622147399926	0.9563037785260008
Q15118_WT	Fold 1	54:131		0.6533912894848156	0.8594594594594595	0.8191263782866836	0.916030534351145	0.7222222222222222	0.8888888888888888	0.78	0.9022556390977443	0.10107435679954765	0.8989256432004523
Q15118_WT	Fold 2	54:130		0.5573319179178399	0.8260869565217391	0.7524216524216525	0.9307692307692308	0.5740740740740741	0.8402777777777778	0.775	0.8832116788321167	0.09814814814814814	0.9018518518518519
Q15118_WT	Fold 3	54:130		0.5698982328378881	0.8206521739130435	0.7864672364672365	0.8692307692307693	0.7037037037037037	0.875968992248062	0.6909090909090909	0.8725868725868725	0.1418803418803419	0.8581196581196581
Q15118_WT	Fold 4	54:130		0.7784736179043653	0.907608695652174	0.8913105413105413	0.9307692307692308	0.8518518518518519	0.937984496124031	0.8363636363636363	0.9343629343629343	0.07464387464387465	0.9253561253561254
Q15118_WT	Fold 5	54:130		0.7002578485044363	0.875	0.8519943019943019	0.9076923076923077	0.7962962962962963	0.9147286821705426	0.7818181818181819	0.9111969111969112	0.07393162393162393	0.9260683760683761
Q15118_WT	Mean	-		0.6518705813298691	0.8577614571092832	0.8202640220960831	0.9108984145625367	0.7296296296296296	0.8915697674418605	0.7728181818181818	0.9007228072153157	0.09793566908070726	0.9020643309192927
Q15118_WT	SD	-		0.07530935515682677	0.029340446060393578	0.04434809772363611	0.02066603137083634	0.08593337558170298	0.0304743112315205	0.04259198439831401	0.019756792152632444	0.02258219301066051	0.022582193010660542
Q15118_WT	Test set	115:281		0.6394341281912999	0.851010101010101	0.8205322605601114	0.8932384341637011	0.7478260869565218	0.8964285714285715	0.7413793103448276	0.894830659536542	0.08544019805044097	0.914559801949559
Q14680_WT	Fold 1	18:91		0.2866524376047517	0.8440366972477065	0.5946275946275946	0.967032967032967	0.2222222222222222	0.8627450980392157	0.5714285714285714	0.9119170984455958	0.28266178266178266	0.7173382173382173
Q14680_WT	Fold 2	18:91		0.3485633681558979	0.8532110091743119	0.6224053724053724	0.967032967032967	0.2777777777777778	0.8712871287128713	0.625	0.9166666666666667	0.16483516483516483	0.8351648351648352
Q14680_WT	Fold 3	18:91		0.49498982145924647	0.8807339449541285	0.6834554334554335	0.978021978021978	0.3888888888888889	0.89	0.7777777777777778	0.9319371727748691	0.33699633699633696	0.663003663003663
Q14680_WT	Fold 4	18:91		0.3485633681558979	0.8532110091743119	0.6224053724053724	0.967032967032967	0.2777777777777778	0.8712871287128713	0.625	0.9166666666666667	0.26312576312576313	0.7368742368742369
Q14680_WT	Fold 5	17:91		0.2127860225116555	0.8240740740740741	0.5846800258564965	0.9340659340659341	0.23529411764705882	0.8673469387755102	0.4	0.8994708994708994	0.3063994828700711	0.6936005171299289
Q14680_WT	Mean	-		0.33831100357748994	0.8510533469249066	0.6215147597500539	0.9626373626373625	0.2803921568627451	0.8725332588480936	0.5998412698412698	0.9153317008049395	0.2708037060978237	0.7291962939021763
Q14680_WT	SD	-		0.08483670809429496	0.0166701502112283	0.03140581344860509	0.013607454667404173	0.053545596229654234	0.008474459029059552	0.1108084975877307	0.009509035135757248	0.05335013313744906	0.05335013313744909
Q14680_WT	Test set	38:196		0.4263443828998106	0.8717948717948718	0.6370837808807734	0.9846938775510204	0.2894736842105263	0.8772727272727273	0.7857142857142857	0.9278846153846155	0.22314715359828144	0.7768528464017186
Q14289_WT	Fold 1	14:92		0.626937989147272	0.9245283018867925	0.7445652173913043	0.9891304347826086	0.5	0.9285714285714286	0.875	0.9578947368421052	0.0434782608695652	0.9565217391304348
Q14289_WT	Fold 2	15:91		0.5092729860879863	0.8773584905660378	0.7615384615384615	0.9230769230769231	0.6	0.9333333333333333	0.5625	0.9281767955801106	0.15970695970695972	0.8402930402930403
Q14289_WT	Fold 3	15:91		0.4258021502221118	0.8679245283018868	0.7003663003663003	0.9340659340659341	0.4666666666666667	0.9139784946236559	0.5384615384615384	0.9239130434782609	0.18021978021978022	0.8197802197802198
Q14289_WT	Fold 4	15:91		0.5083159124223747	0.8867924528301887	0.7391941391941392	0.945054945054945	0.5333333333333333	0.9247311827956989	0.6153846153846154	0.9347826086956522	0.0761904761904762	0.9238095238095239
Q14289_WT	Fold 5	15:91		0.7502576876901325	0.9433962264150944	0.8	1.0	0.6	0.9381443298969072	1.0	0.9680851063829787	0.09230769230769231	0.9076923076923078
Q14289_WT	Mean	-		0.5641173451139754	0.9	0.749132823698041	0.9582656473960822	0.54	0.9277517538442048	0.7182692307692308	0.9425704581958214	0.11038063385889471	0.8896193661411054
Q14289_WT	SD	-		0.10315640002483956	0.02645997983391525	0.02954991187259533	0.027966606242984613	0.048686449556014755	0.007512856228699149	0.16887710714467558	0.015820651247755276	0.047049828896951605	0.04704982889695162
Q14289_WT	Test set	27:201		0.5664961662386554	0.9122807017543859	0.7739082365948038	0.9552238805970149	0.5925925925925926	0.9458128078817734	0.64	0.9504950495049505	0.09250046065966466	0.9074995393403353
Q14164_WT	Fold 1	18:69		0.7008678769913698	0.9080459770114943	0.7983091787439613	0.9855072463768116	0.6111111111111112	0.9066666666666666	0.9166666666666666	0.9444444444444444	0.11835748792270533	0.8816425120772948
Q14164_WT	Fold 2	17:70		0.7719943213509685	0.9310344827586207	0.8235294117647058	1.0	0.6470588235294118	0.9210526315789473	1.0	0.958904109589041	0.15546218487394958	0.8445378151260503
Q14164_WT	Fold 3	17:70		0.6403857085570445	0.896551724137931	0.757563025210084	0.9857142857142858	0.5294117647058824	0.8961038961038961	0.9	0.9387755102040817	0.1546218487394958	0.8453781512605042
Q14164_WT	Fold 4	17:70		0.6959718030928266	0.9080459770114943	0.8315126050420169	0.9571428571428572	0.7058823529411765	0.9305555555555556	0.8	0.943661971830986	0.06722689075630253	0.9327731092436975
Q14164_WT	Fold 5	17:69		0.60564585026101	0.8837209302325582	0.7723785166240409	0.9565217391304348	0.5882352941176471	0.9041095890410958	0.7692307692307693	0.9295774647887325	0.16794543904518328	0.8320545609548167
Q14164_WT	Mean	-		0.6829731120506438	0.9054798182304197	0.7966585474769617	0.9769772256728778	0.6163398692810458	0.9116976677892323	0.8771794871794871	0.9430727001714573	0.13272277026752732	0.8672772297324727
Q14164_WT	SD	-		0.051973000424251306	0.0142558250781688	0.026004977150015134	0.015763749098099744	0.05375129913512683	0.011322476946849985	0.07612981289306459	0.008693385102452105	0.033499648207555834	0.033499648207555875
Q14164_WT	Test set	42:145		0.6616310118837141	0.8877005347593583	0.8091954022988506	0.9517241379310345	0.6666666666666666	0.9078947368421053	0.8	0.9292929292929293	0.13054187192118227	0.8694581280788177
Q14012_WT		5:534	Not enough data in minority class of the training set for all 5 folds										
Q13976_WT	Fold 1	13:75		0.4512426281971401	0.8863636363636364	0.6153846153846154	1.0	0.23076923076923078	0.8823529411764706	1.0	0.9375	0.13025641025641022	0.8697435897435898
Q13976_WT	Fold 2	13:75		0.2326763625593396	0.8409090909090909	0.5887179487179487	0.9466666666666667	0.23076923076923078	0.8765432098765432	0.42857142857142855	0.9102564102564102	0.22974358974358974	0.7702564102564103
Q13976_WT	Fold 3	13:75		0.17450047866073803	0.8409090909090909	0.5569230769230769	0.96	0.15384615384615385	0.8674698795180723	0.4	0.9113924050632911	0.15999999999999998	0.84
Q13976_WT	Fold 4	12:75		0.6802014779702492	0.9310344827586207	0.785	0.9866666666666667	0.5833333333333334	0.9367088607594937	0.875	0.961038961038961	0.12666666666666668	0.8733333333333334
Q13976_WT	Fold 5	12:75		0.21877825314832575	0.8390804597701149	0.5916666666666667	0.9333333333333333	0.25	0.8860759493670886	0.375	0.9090909090909091	0.11666666666666667	0.8833333333333334
Q13976_WT	Mean	-		0.35147984010715855	0.8676593521421108	0.6275384615384615	0.9653333333333334	0.28974358974358977	0.8898301681395336	0.6157142857142858	0.9258557370899142	0.15266666666666667	0.8473333333333335
Q13976_WT	SD	-		0.17371250239198385	0.03320181588954393	0.07384917343066696	0.02257497795413386	0.13735510764873227	0.02215152617211259	0.24303739809080474	0.018739595046207314	0.03756960083444489	0.03756960083444489
Q13976_WT	Test set	17:172		0.4358629542298381	0.91005291005291	0.7120383036935705	0.9534883720930233	0.47058823529411764	0.9479768786127167	0.5	0.9507246376811593	0.15937072503419975	0.8406292749658002
Q13882_WT	Fold 1	11:77		0.24743582965269673	0.875	0.577922077922078	0.974025974025974	0.18181818181818182	0.8928571428571429	0.5	0.9316770186335404	0.282172373081464	0.7178276269185361
Q13882_WT	Fold 2	10:78		0.5308057188391074	0.9204545454545454	0.6935897435897436	0.9871794871794872	0.4	0.927710843373494	0.8	0.9565217391304347	0.08589743589743588	0.9141025641025641
Q13882_WT	Fold 3	10:78		0.6854775839312977	0.9431818181818182	0.75	1.0	0.5	0.9397590361445783	1.0	0.9689440993788819	0.12692307692307692	0.8730769230769231
Q13882_WT	Fold 4	10:77		0.3509181145844756	0.8735632183908046	0.6675324675324675	0.935064935064935	0.4	0.9230769230769231	0.4444444444444444	0.9290322580645162	0.2779220779220779	0.7220779220779221
Q13882_WT	Fold 5	10:77		0.6091669207609665	0.9310344827586207	0.7	1.0	0.4	0.927710843373494	1.0	0.9625	0.057142857142857134	0.942857142857143
Q13882_WT	Mean	-		0.4847608335537087	0.9086468129571579	0.6778088578088578	0.9792540792540791	0.37636363636363634	0.9222229577651264	0.7488888888888889	0.9497350230414747	0.16601156419338237	0.8339884358066177
Q13882_WT	SD	-		0.14839207681847277	0.026445741691265175	0.0516978677057079	0.02199853061161619	0.09557712187493049	0.014322640374566854	0.21731621533737344	0.014903516177110276	0.08738409024636316	0.08738409024636316
Q13882_WT	Test set	29:160		0.36379310344827587	0.8624338624338624	0.6364224137931035	0.9625	0.3103448275862069	0.8850574712643678	0.6	0.9221556886227545	0.20043103448275862	0.7995689655172414
Q13873_WT	Fold 1	1:9		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	1.0	0.0
Q13873_WT	Fold 2	1:9		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.5	0.5
Q13873_WT	Fold 3	2:8		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.125	0.875
Q13873_WT	Fold 4	2:8		-0.16666666666666666	0.7	0.4375	0.875	0.0	0.7777777777777778	0.0	0.823529411764706	0.5625	0.4375
Q13873_WT	Fold 5	1:8		0.0	0.8888888888888888	0.5	1.0	0.0	0.8888888888888888	0.0	0.9411764705882353	0.75	0.25
Q13873_WT	Mean	-		-0.03333333333333333	0.8377777777777776	0.4875	0.975	0.0	0.8533333333333333	0.0	0.9096663226694186	0.5875	0.4125
Q13873_WT	SD	-		0.06085806194501846	0.07160706680531542	0.02282177322938192	0.04564354645876384	0.0	0.04860185096984962	0.0	0.04413436877229083	0.2641811247357893	0.2641811247357893
Q13873_WT	Test set	7:15		0.31943828249996997	0.7272727272727273	0.5714285714285714	1.0	0.14285714285714285	0.7142857142857143	1.0	0.8333333333333333	0.38095238095238093	0.6190476190476191
Q13705_WT		3:53	Not enough data in minority class for all 5 folds										
Q13627_WT	Fold 1	68:196		0.3550546695714572	0.7803030303030303	0.6455582232893158	0.923469387755102	0.36764705882352944	0.8080357142857143	0.625	0.861904761904762	0.1953031212484994	0.8046968787515005
Q13627_WT	Fold 2	68:196		0.49952981071497315	0.8181818181818182	0.7334933973589436	0.9081632653061225	0.5588235294117647	0.8557692307692307	0.6785714285714286	0.8811881188118811	0.13587935174069626	0.8641206482593038
Q13627_WT	Fold 3	68:196		0.6054712230131358	0.8560606060606061	0.7830132052821128	0.9336734693877551	0.6323529411764706	0.8798076923076923	0.7678571428571429	0.9059405940594059	0.1445828331332533	0.8554171668667466
